"clistingid","csku","istorageid","ccreateuser","dcreatedate"
"97a23468-d8c9-1004-8a97-438cca05a146","F202B","1",null,"2015-02-07 19:48:28.676"
"97a23468-d8c9-1004-8a97-438cca05a146","F202B","2",null,"2015-02-07 19:48:28.676"
"97a2f7b8-d8c9-1004-8a97-438cca05a146","F198","1",null,"2015-02-07 19:48:29.153"
"97a2f7b8-d8c9-1004-8a97-438cca05a146","F198","2",null,"2015-02-07 19:48:29.153"
"97a3bb08-d8c9-1004-8a97-438cca05a146","F186","1",null,"2015-02-07 19:48:29.684"
"97a3bb08-d8c9-1004-8a97-438cca05a146","F186","2",null,"2015-02-07 19:48:29.684"
"97a47e58-d8c9-1004-8a97-438cca05a146","F177","1",null,"2015-02-07 19:48:30.197"
"97a47e58-d8c9-1004-8a97-438cca05a146","F177","2",null,"2015-02-07 19:48:30.198"
"97a5b6d8-d8c9-1004-8a97-438cca05a146","F176","1",null,"2015-02-07 19:48:31"
"97a5b6d8-d8c9-1004-8a97-438cca05a146","F176","2",null,"2015-02-07 19:48:31"
"97a716cc-d8c9-1004-8a97-438cca05a146","F146B","1",null,"2015-02-07 19:48:31.883"
"97a716cc-d8c9-1004-8a97-438cca05a146","F146B","2",null,"2015-02-07 19:48:31.883"
"97a84f4c-d8c9-1004-8a97-438cca05a146","F103","1",null,"2015-02-07 19:48:32.652"
"97a84f4c-d8c9-1004-8a97-438cca05a146","F103","2",null,"2015-02-07 19:48:32.652"
"97a960bc-d8c9-1004-8a97-438cca05a146","F99","1",null,"2015-02-07 19:48:33.383"
"97a960bc-d8c9-1004-8a97-438cca05a146","F99","2",null,"2015-02-07 19:48:33.383"
"97aa722c-d8c9-1004-8a97-438cca05a146","F63B","1",null,"2015-02-07 19:48:34.059"
"97aa722c-d8c9-1004-8a97-438cca05a146","F63B","2",null,"2015-02-07 19:48:34.059"
"97abd1bc-d8c9-1004-8a97-438cca05a146","F55","1",null,"2015-02-07 19:48:34.927"
"97abd1bc-d8c9-1004-8a97-438cca05a146","F55","2",null,"2015-02-07 19:48:34.927"
"97ace32c-d8c9-1004-8a97-438cca05a146","F52","1",null,"2015-02-07 19:48:35.628"
"97ace32c-d8c9-1004-8a97-438cca05a146","F52","2",null,"2015-02-07 19:48:35.628"
"97adf49c-d8c9-1004-8a97-438cca05a146","F21","1",null,"2015-02-07 19:48:36.389"
"97adf49c-d8c9-1004-8a97-438cca05a146","F21","2",null,"2015-02-07 19:48:36.389"
"97af060c-d8c9-1004-8a97-438cca05a146","F5","1",null,"2015-02-07 19:48:37.058"
"97af060c-d8c9-1004-8a97-438cca05a146","F5","2",null,"2015-02-07 19:48:37.058"
"97aff06c-d8c9-1004-8a97-438cca05a146","Game166","1",null,"2015-02-07 19:48:37.686"
"97aff06c-d8c9-1004-8a97-438cca05a146","Game166","2",null,"2015-02-07 19:48:37.686"
"97b101dc-d8c9-1004-8a97-438cca05a146","Game158","1",null,"2015-02-07 19:48:38.321"
"97b101dc-d8c9-1004-8a97-438cca05a146","Game158","2",null,"2015-02-07 19:48:38.321"
"97b2616c-d8c9-1004-8a97-438cca05a146","Game156","1",null,"2015-02-07 19:48:39.212"
"97b2616c-d8c9-1004-8a97-438cca05a146","Game156","2",null,"2015-02-07 19:48:39.212"
"97b34c30-d8c9-1004-8a97-438cca05a146","GAME095","1",null,"2015-02-07 19:48:39.836"
"97b34c30-d8c9-1004-8a97-438cca05a146","GAME095","2",null,"2015-02-07 19:48:39.836"
"97b45da0-d8c9-1004-8a97-438cca05a146","GAME088","1",null,"2015-02-07 19:48:40.573"
"97b45da0-d8c9-1004-8a97-438cca05a146","GAME088","2",null,"2015-02-07 19:48:40.573"
"97b54800-d8c9-1004-8a97-438cca05a146","GAME085","1",null,"2015-02-07 19:48:41.183"
"97b54800-d8c9-1004-8a97-438cca05a146","GAME085","2",null,"2015-02-07 19:48:41.183"
"97b65970-d8c9-1004-8a97-438cca05a146","GAME084","1",null,"2015-02-07 19:48:41.839"
"97b65970-d8c9-1004-8a97-438cca05a146","GAME084","2",null,"2015-02-07 19:48:41.839"
"97b93fa0-d8c9-1004-8a97-438cca05a146","GAME063","1",null,"2015-02-07 19:48:43.702"
"97b93fa0-d8c9-1004-8a97-438cca05a146","GAME063","2",null,"2015-02-07 19:48:43.702"
"97ba2a00-d8c9-1004-8a97-438cca05a146","GAME041","1",null,"2015-02-07 19:48:44.332"
"97ba2a00-d8c9-1004-8a97-438cca05a146","GAME041","2",null,"2015-02-07 19:48:44.332"
"97bb8990-d8c9-1004-8a97-438cca05a146","GAME053","1",null,"2015-02-07 19:48:45.23"
"97bb8990-d8c9-1004-8a97-438cca05a146","GAME053","2",null,"2015-02-07 19:48:45.23"
"97bc4ce0-d8c9-1004-8a97-438cca05a146","GAME040","1",null,"2015-02-07 19:48:45.755"
"97bc4ce0-d8c9-1004-8a97-438cca05a146","GAME040","2",null,"2015-02-07 19:48:45.755"
"97bd1030-d8c9-1004-8a97-438cca05a146","GAME038W","1",null,"2015-02-07 19:48:46.26"
"97bd1030-d8c9-1004-8a97-438cca05a146","GAME038W","2",null,"2015-02-07 19:48:46.26"
"97bdd380-d8c9-1004-8a97-438cca05a146","GAME020","1",null,"2015-02-07 19:48:46.766"
"97bdd380-d8c9-1004-8a97-438cca05a146","GAME020","2",null,"2015-02-07 19:48:46.766"
"97bf0c00-d8c9-1004-8a97-438cca05a146","GAME017","1",null,"2015-02-07 19:48:47.512"
"97bf0c00-d8c9-1004-8a97-438cca05a146","GAME017","2",null,"2015-02-07 19:48:47.512"
"97c044e4-d8c9-1004-8a97-438cca05a146","GAME005","1",null,"2015-02-07 19:48:48.307"
"97c044e4-d8c9-1004-8a97-438cca05a146","GAME005","2",null,"2015-02-07 19:48:48.307"
"97c12f44-d8c9-1004-8a97-438cca05a146","W017","1",null,"2015-02-07 19:48:48.934"
"97c12f44-d8c9-1004-8a97-438cca05a146","W017","2",null,"2015-02-07 19:48:48.934"
"97c219a4-d8c9-1004-8a97-438cca05a146","W023","1",null,"2015-02-07 19:48:49.566"
"97c219a4-d8c9-1004-8a97-438cca05a146","W023","2",null,"2015-02-07 19:48:49.566"
"97c35224-d8c9-1004-8a97-438cca05a146","W022","1",null,"2015-02-07 19:48:50.374"
"97c35224-d8c9-1004-8a97-438cca05a146","W022","2",null,"2015-02-07 19:48:50.374"
"97c43c84-d8c9-1004-8a97-438cca05a146","W021","1",null,"2015-02-07 19:48:50.967"
"97c43c84-d8c9-1004-8a97-438cca05a146","W021","2",null,"2015-02-07 19:48:50.967"
"97c4ffd4-d8c9-1004-8a97-438cca05a146","W020","1",null,"2015-02-07 19:48:51.485"
"97c4ffd4-d8c9-1004-8a97-438cca05a146","W020","2",null,"2015-02-07 19:48:51.485"
"97c63854-d8c9-1004-8a97-438cca05a146","W019","1",null,"2015-02-07 19:48:52.285"
"97c63854-d8c9-1004-8a97-438cca05a146","W019","2",null,"2015-02-07 19:48:52.285"
"97c7bef4-d8c9-1004-8a97-438cca05a146","W018","1",null,"2015-02-07 19:48:53.286"
"97c7bef4-d8c9-1004-8a97-438cca05a146","W018","2",null,"2015-02-07 19:48:53.286"
"97c8d064-d8c9-1004-8a97-438cca05a146","W016","1",null,"2015-02-07 19:48:53.904"
"97c8d064-d8c9-1004-8a97-438cca05a146","W016","2",null,"2015-02-07 19:48:53.904"
"97c96ca4-d8c9-1004-8a97-438cca05a146","W015","1",null,"2015-02-07 19:48:54.395"
"97c96ca4-d8c9-1004-8a97-438cca05a146","W015","2",null,"2015-02-07 19:48:54.395"
"97ca5768-d8c9-1004-8a97-438cca05a146","W014","1",null,"2015-02-07 19:48:54.998"
"97ca5768-d8c9-1004-8a97-438cca05a146","W014","2",null,"2015-02-07 19:48:54.998"
"97cb41c8-d8c9-1004-8a97-438cca05a146","W013","1",null,"2015-02-07 19:48:55.57"
"97cb41c8-d8c9-1004-8a97-438cca05a146","W013","2",null,"2015-02-07 19:48:55.57"
"97cc2c28-d8c9-1004-8a97-438cca05a146","W012","1",null,"2015-02-07 19:48:56.137"
"97cc2c28-d8c9-1004-8a97-438cca05a146","W012","2",null,"2015-02-07 19:48:56.137"
"97cd8bb8-d8c9-1004-8a97-438cca05a146","W011","1",null,"2015-02-07 19:48:57.05"
"97cd8bb8-d8c9-1004-8a97-438cca05a146","W011","2",null,"2015-02-07 19:48:57.05"
"97ceeb48-d8c9-1004-8a97-438cca05a146","W010","1",null,"2015-02-07 19:48:57.974"
"97ceeb48-d8c9-1004-8a97-438cca05a146","W010","2",null,"2015-02-07 19:48:57.974"
"97cfd5a8-d8c9-1004-8a97-438cca05a146","W009","1",null,"2015-02-07 19:48:58.607"
"97cfd5a8-d8c9-1004-8a97-438cca05a146","W009","2",null,"2015-02-07 19:48:58.607"
"97d098f8-d8c9-1004-8a97-438cca05a146","W008","1",null,"2015-02-07 19:48:59.102"
"97d098f8-d8c9-1004-8a97-438cca05a146","W008","2",null,"2015-02-07 19:48:59.102"
"97d18358-d8c9-1004-8a97-438cca05a146","W007","1",null,"2015-02-07 19:48:59.636"
"97d18358-d8c9-1004-8a97-438cca05a146","W007","2",null,"2015-02-07 19:48:59.636"
"97d246a8-d8c9-1004-8a97-438cca05a146","W006","1",null,"2015-02-07 19:49:00.193"
"97d246a8-d8c9-1004-8a97-438cca05a146","W006","2",null,"2015-02-07 19:49:00.193"
"97d33108-d8c9-1004-8a97-438cca05a146","W005","1",null,"2015-02-07 19:49:00.761"
"97d33108-d8c9-1004-8a97-438cca05a146","W005","2",null,"2015-02-07 19:49:00.761"
"97d41b68-d8c9-1004-8a97-438cca05a146","W004","1",null,"2015-02-07 19:49:01.33"
"97d41b68-d8c9-1004-8a97-438cca05a146","W004","2",null,"2015-02-07 19:49:01.33"
"97d52cd8-d8c9-1004-8a97-438cca05a146","W003","1",null,"2015-02-07 19:49:02.058"
"97d52cd8-d8c9-1004-8a97-438cca05a146","W003","2",null,"2015-02-07 19:49:02.058"
"97d63e48-d8c9-1004-8a97-438cca05a146","W002","1",null,"2015-02-07 19:49:02.754"
"97d63e48-d8c9-1004-8a97-438cca05a146","W002","2",null,"2015-02-07 19:49:02.754"
"97d7501c-d8c9-1004-8a97-438cca05a146","W001","1",null,"2015-02-07 19:49:03.478"
"97d7501c-d8c9-1004-8a97-438cca05a146","W001","2",null,"2015-02-07 19:49:03.478"
"97d8889c-d8c9-1004-8a97-438cca05a146","H1677","1",null,"2015-02-07 19:49:04.216"
"97d8889c-d8c9-1004-8a97-438cca05a146","H1677","2",null,"2015-02-07 19:49:04.216"
"97d94bec-d8c9-1004-8a97-438cca05a146","H1590","1",null,"2015-02-07 19:49:04.781"
"97d94bec-d8c9-1004-8a97-438cca05a146","H1590","2",null,"2015-02-07 19:49:04.781"
"97da364c-d8c9-1004-8a97-438cca05a146","H1467","1",null,"2015-02-07 19:49:05.384"
"97da364c-d8c9-1004-8a97-438cca05a146","H1467","2",null,"2015-02-07 19:49:05.384"
"97db6ecc-d8c9-1004-8a97-438cca05a146","H1466","1",null,"2015-02-07 19:49:06.166"
"97db6ecc-d8c9-1004-8a97-438cca05a146","H1466","2",null,"2015-02-07 19:49:06.166"
"97dcce5c-d8c9-1004-8a97-438cca05a146","H1465","1",null,"2015-02-07 19:49:07.046"
"97dcce5c-d8c9-1004-8a97-438cca05a146","H1465","2",null,"2015-02-07 19:49:07.046"
"97dddfcc-d8c9-1004-8a97-438cca05a146","H1464","1",null,"2015-02-07 19:49:07.962"
"97dddfcc-d8c9-1004-8a97-438cca05a146","H1464","2",null,"2015-02-07 19:49:07.962"
"97df3f5c-d8c9-1004-8a97-438cca05a146","H1463","1",null,"2015-02-07 19:49:08.656"
"97df3f5c-d8c9-1004-8a97-438cca05a146","H1463","2",null,"2015-02-07 19:49:08.656"
"97e002ac-d8c9-1004-8a97-438cca05a146","H1462","1",null,"2015-02-07 19:49:09.144"
"97e002ac-d8c9-1004-8a97-438cca05a146","H1462","2",null,"2015-02-07 19:49:09.144"
"97e13b2c-d8c9-1004-8a97-438cca05a146","H1461","1",null,"2015-02-07 19:49:09.902"
"97e13b2c-d8c9-1004-8a97-438cca05a146","H1461","2",null,"2015-02-07 19:49:09.902"
"97e1fe7c-d8c9-1004-8a97-438cca05a146","H1460","1",null,"2015-02-07 19:49:10.415"
"97e1fe7c-d8c9-1004-8a97-438cca05a146","H1460","2",null,"2015-02-07 19:49:10.415"
"97e2e940-d8c9-1004-8a97-438cca05a146","H1459","1",null,"2015-02-07 19:49:11.127"
"97e2e940-d8c9-1004-8a97-438cca05a146","H1459","2",null,"2015-02-07 19:49:11.127"
"97e3d3a0-d8c9-1004-8a97-438cca05a146","H1458","1",null,"2015-02-07 19:49:11.633"
"97e3d3a0-d8c9-1004-8a97-438cca05a146","H1458","2",null,"2015-02-07 19:49:11.633"
"97e496f0-d8c9-1004-8a97-438cca05a146","H1457","1",null,"2015-02-07 19:49:12.172"
"97e496f0-d8c9-1004-8a97-438cca05a146","H1457","2",null,"2015-02-07 19:49:12.172"
"97e5a860-d8c9-1004-8a97-438cca05a146","H1456","1",null,"2015-02-07 19:49:12.885"
"97e5a860-d8c9-1004-8a97-438cca05a146","H1456","2",null,"2015-02-07 19:49:12.885"
"97e6e0e0-d8c9-1004-8a97-438cca05a146","H1455","1",null,"2015-02-07 19:49:13.613"
"97e6e0e0-d8c9-1004-8a97-438cca05a146","H1455","2",null,"2015-02-07 19:49:13.613"
"97e7cb40-d8c9-1004-8a97-438cca05a146","H1454","1",null,"2015-02-07 19:49:14.255"
"97e7cb40-d8c9-1004-8a97-438cca05a146","H1454","2",null,"2015-02-07 19:49:14.255"
"97e8dcb0-d8c9-1004-8a97-438cca05a146","H1453","1",null,"2015-02-07 19:49:15.009"
"97e8dcb0-d8c9-1004-8a97-438cca05a146","H1453","2",null,"2015-02-07 19:49:15.009"
"97ea3c40-d8c9-1004-8a97-438cca05a146","H1452","1",null,"2015-02-07 19:49:15.812"
"97ea3c40-d8c9-1004-8a97-438cca05a146","H1452","2",null,"2015-02-07 19:49:15.812"
"97eb26a0-d8c9-1004-8a97-438cca05a146","H1421","1",null,"2015-02-07 19:49:16.448"
"97eb26a0-d8c9-1004-8a97-438cca05a146","H1421","2",null,"2015-02-07 19:49:16.45"
"97ebe9f0-d8c9-1004-8a97-438cca05a146","H1364","1",null,"2015-02-07 19:49:16.972"
"97ebe9f0-d8c9-1004-8a97-438cca05a146","H1364","2",null,"2015-02-07 19:49:16.972"
"97ed2270-d8c9-1004-8a97-438cca05a146","H1365","1",null,"2015-02-07 19:49:17.795"
"97ed2270-d8c9-1004-8a97-438cca05a146","H1365","2",null,"2015-02-07 19:49:17.795"
"97ee5af0-d8c9-1004-8a97-438cca05a146","H1345","1",null,"2015-02-07 19:49:18.521"
"97ee5af0-d8c9-1004-8a97-438cca05a146","H1345","2",null,"2015-02-07 19:49:18.521"
"97ef93d4-d8c9-1004-8a97-438cca05a146","H1344","1",null,"2015-02-07 19:49:19.377"
"97ef93d4-d8c9-1004-8a97-438cca05a146","H1344","2",null,"2015-02-07 19:49:19.377"
"97f0a544-d8c9-1004-8a97-438cca05a146","H1340","1",null,"2015-02-07 19:49:20.06"
"97f0a544-d8c9-1004-8a97-438cca05a146","H1340","2",null,"2015-02-07 19:49:20.06"
"97f204d4-d8c9-1004-8a97-438cca05a146","H1327","1",null,"2015-02-07 19:49:20.989"
"97f204d4-d8c9-1004-8a97-438cca05a146","H1327","2",null,"2015-02-07 19:49:20.989"
"97f31644-d8c9-1004-8a97-438cca05a146","H1326","1",null,"2015-02-07 19:49:21.616"
"97f31644-d8c9-1004-8a97-438cca05a146","H1326","2",null,"2015-02-07 19:49:21.616"
"97f400a4-d8c9-1004-8a97-438cca05a146","H1325","1",null,"2015-02-07 19:49:22.246"
"97f400a4-d8c9-1004-8a97-438cca05a146","H1325","2",null,"2015-02-07 19:49:22.246"
"97f51214-d8c9-1004-8a97-438cca05a146","H1324","1",null,"2015-02-07 19:49:22.999"
"97f51214-d8c9-1004-8a97-438cca05a146","H1324","2",null,"2015-02-07 19:49:22.999"
"97f62384-d8c9-1004-8a97-438cca05a146","H995","1",null,"2015-02-07 19:49:23.662"
"97f62384-d8c9-1004-8a97-438cca05a146","H995","2",null,"2015-02-07 19:49:23.662"
"97f70de4-d8c9-1004-8a97-438cca05a146","H993","1",null,"2015-02-07 19:49:24.261"
"97f70de4-d8c9-1004-8a97-438cca05a146","H993","2",null,"2015-02-07 19:49:24.261"
"97f81f54-d8c9-1004-8a97-438cca05a146","H992","1",null,"2015-02-07 19:49:24.92"
"97f81f54-d8c9-1004-8a97-438cca05a146","H992","2",null,"2015-02-07 19:49:24.92"
"97f930c4-d8c9-1004-8a97-438cca05a146","H991","1",null,"2015-02-07 19:49:25.624"
"97f930c4-d8c9-1004-8a97-438cca05a146","H991","2",null,"2015-02-07 19:49:25.624"
"97fa1b24-d8c9-1004-8a97-438cca05a146","H990","1",null,"2015-02-07 19:49:26.268"
"97fa1b24-d8c9-1004-8a97-438cca05a146","H990","2",null,"2015-02-07 19:49:26.269"
"97fb05e8-d8c9-1004-8a97-438cca05a146","H989","1",null,"2015-02-07 19:49:26.808"
"97fb05e8-d8c9-1004-8a97-438cca05a146","H989","2",null,"2015-02-07 19:49:26.808"
"97fbf048-d8c9-1004-8a97-438cca05a146","H988","1",null,"2015-02-07 19:49:27.418"
"97fbf048-d8c9-1004-8a97-438cca05a146","H988","2",null,"2015-02-07 19:49:27.418"
"97fcdaa8-d8c9-1004-8a97-438cca05a146","H987","1",null,"2015-02-07 19:49:28.098"
"97fcdaa8-d8c9-1004-8a97-438cca05a146","H987","2",null,"2015-02-07 19:49:28.098"
"97fdec18-d8c9-1004-8a97-438cca05a146","H986","1",null,"2015-02-07 19:49:28.73"
"97fdec18-d8c9-1004-8a97-438cca05a146","H986","2",null,"2015-02-07 19:49:28.73"
"97fed678-d8c9-1004-8a97-438cca05a146","H985","1",null,"2015-02-07 19:49:29.392"
"97fed678-d8c9-1004-8a97-438cca05a146","H985","2",null,"2015-02-07 19:49:29.392"
"98000ef8-d8c9-1004-8a97-438cca05a146","H984","1",null,"2015-02-07 19:49:30.204"
"98000ef8-d8c9-1004-8a97-438cca05a146","H984","2",null,"2015-02-07 19:49:30.204"
"9800f958-d8c9-1004-8a97-438cca05a146","H1043","1",null,"2015-02-07 19:49:30.733"
"9800f958-d8c9-1004-8a97-438cca05a146","H1043","2",null,"2015-02-07 19:49:30.733"
"980258e8-d8c9-1004-8a97-438cca05a146","H1042","1",null,"2015-02-07 19:49:31.727"
"980258e8-d8c9-1004-8a97-438cca05a146","H1042","2",null,"2015-02-07 19:49:31.727"
"98034348-d8c9-1004-8a97-438cca05a146","H1041","1",null,"2015-02-07 19:49:32.288"
"98034348-d8c9-1004-8a97-438cca05a146","H1041","2",null,"2015-02-07 19:49:32.288"
"98040698-d8c9-1004-8a97-438cca05a146","H1040","1",null,"2015-02-07 19:49:32.769"
"98040698-d8c9-1004-8a97-438cca05a146","H1040","2",null,"2015-02-07 19:49:32.769"
"9804f0f8-d8c9-1004-8a97-438cca05a146","H1039","1",null,"2015-02-07 19:49:33.321"
"9804f0f8-d8c9-1004-8a97-438cca05a146","H1039","2",null,"2015-02-07 19:49:33.321"
"9805db58-d8c9-1004-8a97-438cca05a146","H1038","1",null,"2015-02-07 19:49:34.015"
"9805db58-d8c9-1004-8a97-438cca05a146","H1038","2",null,"2015-02-07 19:49:34.015"
"98073b4c-d8c9-1004-8a97-438cca05a146","H1037","1",null,"2015-02-07 19:49:34.902"
"98073b4c-d8c9-1004-8a97-438cca05a146","H1037","2",null,"2015-02-07 19:49:34.902"
"98084cbc-d8c9-1004-8a97-438cca05a146","h1036","1",null,"2015-02-07 19:49:35.516"
"98084cbc-d8c9-1004-8a97-438cca05a146","h1036","2",null,"2015-02-07 19:49:35.516"
"9809371c-d8c9-1004-8a97-438cca05a146","H1237","1",null,"2015-02-07 19:49:36.124"
"9809371c-d8c9-1004-8a97-438cca05a146","H1237","2",null,"2015-02-07 19:49:36.124"
"980a217c-d8c9-1004-8a97-438cca05a146","H1127W","1",null,"2015-02-07 19:49:36.794"
"980a217c-d8c9-1004-8a97-438cca05a146","H1127W","2",null,"2015-02-07 19:49:36.794"
"980b32ec-d8c9-1004-8a97-438cca05a146","H1118R","1",null,"2015-02-07 19:49:37.533"
"980b32ec-d8c9-1004-8a97-438cca05a146","H1118R","2",null,"2015-02-07 19:49:37.533"
"980c1d4c-d8c9-1004-8a97-438cca05a146","H1117","1",null,"2015-02-07 19:49:38.05"
"980c1d4c-d8c9-1004-8a97-438cca05a146","H1117","2",null,"2015-02-07 19:49:38.05"
"980d07ac-d8c9-1004-8a97-438cca05a146","H1116","1",null,"2015-02-07 19:49:38.622"
"980d07ac-d8c9-1004-8a97-438cca05a146","H1116","2",null,"2015-02-07 19:49:38.622"
"980dcafc-d8c9-1004-8a97-438cca05a146","H1114","1",null,"2015-02-07 19:49:39.199"
"980dcafc-d8c9-1004-8a97-438cca05a146","H1114","2",null,"2015-02-07 19:49:39.199"
"980f2a8c-d8c9-1004-8a97-438cca05a146","H1113","1",null,"2015-02-07 19:49:40.018"
"980f2a8c-d8c9-1004-8a97-438cca05a146","H1113","2",null,"2015-02-07 19:49:40.018"
"98103bfc-d8c9-1004-8a97-438cca05a146","H1112","1",null,"2015-02-07 19:49:40.745"
"98103bfc-d8c9-1004-8a97-438cca05a146","H1112","2",null,"2015-02-07 19:49:40.745"
"9811265c-d8c9-1004-8a97-438cca05a146","H1110","1",null,"2015-02-07 19:49:41.34"
"9811265c-d8c9-1004-8a97-438cca05a146","H1110","2",null,"2015-02-07 19:49:41.341"
"981210bc-d8c9-1004-8a97-438cca05a146","H1108","1",null,"2015-02-07 19:49:41.953"
"981210bc-d8c9-1004-8a97-438cca05a146","H1108","2",null,"2015-02-07 19:49:41.953"
"9812d40c-d8c9-1004-8a97-438cca05a146","H1109","1",null,"2015-02-07 19:49:42.498"
"9812d40c-d8c9-1004-8a97-438cca05a146","H1109","2",null,"2015-02-07 19:49:42.498"
"9813e5e0-d8c9-1004-8a97-438cca05a146","H1107","1",null,"2015-02-07 19:49:43.111"
"9813e5e0-d8c9-1004-8a97-438cca05a146","H1107","2",null,"2015-02-07 19:49:43.112"
"9814d040-d8c9-1004-8a97-438cca05a146","H982","1",null,"2015-02-07 19:49:43.735"
"9814d040-d8c9-1004-8a97-438cca05a146","H982","2",null,"2015-02-07 19:49:43.736"
"9815baa0-d8c9-1004-8a97-438cca05a146","H981","1",null,"2015-02-07 19:49:44.327"
"9815baa0-d8c9-1004-8a97-438cca05a146","H981","2",null,"2015-02-07 19:49:44.327"
"98167df0-d8c9-1004-8a97-438cca05a146","H980","1",null,"2015-02-07 19:49:44.871"
"98167df0-d8c9-1004-8a97-438cca05a146","H980","2",null,"2015-02-07 19:49:44.871"
"98174140-d8c9-1004-8a97-438cca05a146","H979","1",null,"2015-02-07 19:49:45.328"
"98174140-d8c9-1004-8a97-438cca05a146","H979","2",null,"2015-02-07 19:49:45.328"
"9817dd80-d8c9-1004-8a97-438cca05a146","H978","1",null,"2015-02-07 19:49:45.786"
"9817dd80-d8c9-1004-8a97-438cca05a146","H978","2",null,"2015-02-07 19:49:45.786"
"9818a0d0-d8c9-1004-8a97-438cca05a146","H939","1",null,"2015-02-07 19:49:46.251"
"9818a0d0-d8c9-1004-8a97-438cca05a146","H939","2",null,"2015-02-07 19:49:46.251"
"98196420-d8c9-1004-8a97-438cca05a146","H909","1",null,"2015-02-07 19:49:46.721"
"98196420-d8c9-1004-8a97-438cca05a146","H909","2",null,"2015-02-07 19:49:46.721"
"981a0060-d8c9-1004-8a97-438cca05a146","H836","1",null,"2015-02-07 19:49:47.171"
"981a0060-d8c9-1004-8a97-438cca05a146","H836","2",null,"2015-02-07 19:49:47.171"
"981ac3b0-d8c9-1004-8a97-438cca05a146","H795BL","1",null,"2015-02-07 19:49:47.694"
"981ac3b0-d8c9-1004-8a97-438cca05a146","H795BL","2",null,"2015-02-07 19:49:47.695"
"981c2340-d8c9-1004-8a97-438cca05a146","H776W","1",null,"2015-02-07 19:49:48.557"
"981c2340-d8c9-1004-8a97-438cca05a146","H776W","2",null,"2015-02-07 19:49:48.557"
"981d34b0-d8c9-1004-8a97-438cca05a146","H755BL","1",null,"2015-02-07 19:49:49.24"
"981d34b0-d8c9-1004-8a97-438cca05a146","H755BL","2",null,"2015-02-07 19:49:49.24"
"981df800-d8c9-1004-8a97-438cca05a146","H754BL","1",null,"2015-02-07 19:49:49.774"
"981df800-d8c9-1004-8a97-438cca05a146","H754BL","2",null,"2015-02-07 19:49:49.774"
"981ee260-d8c9-1004-8a97-438cca05a146","H687","1",null,"2015-02-07 19:49:50.355"
"981ee260-d8c9-1004-8a97-438cca05a146","H687","2",null,"2015-02-07 19:49:50.355"
"98209074-d8c9-1004-8a97-438cca05a146","H600","1",null,"2015-02-07 19:49:51.424"
"98209074-d8c9-1004-8a97-438cca05a146","H600","2",null,"2015-02-07 19:49:51.424"
"98217ad4-d8c9-1004-8a97-438cca05a146","H558Y","1",null,"2015-02-07 19:49:52.102"
"98217ad4-d8c9-1004-8a97-438cca05a146","H558Y","2",null,"2015-02-07 19:49:52.102"
"9822b354-d8c9-1004-8a97-438cca05a146","H557RP","1",null,"2015-02-07 19:49:52.817"
"9822b354-d8c9-1004-8a97-438cca05a146","H557RP","2",null,"2015-02-07 19:49:52.817"
"98234f94-d8c9-1004-8a97-438cca05a146","H539","1",null,"2015-02-07 19:49:53.307"
"98234f94-d8c9-1004-8a97-438cca05a146","H539","2",null,"2015-02-07 19:49:53.308"
"982412e4-d8c9-1004-8a97-438cca05a146","H501","1",null,"2015-02-07 19:49:53.755"
"982412e4-d8c9-1004-8a97-438cca05a146","H501","2",null,"2015-02-07 19:49:53.755"
"9824fd44-d8c9-1004-8a97-438cca05a146","H495","1",null,"2015-02-07 19:49:54.385"
"9824fd44-d8c9-1004-8a97-438cca05a146","H495","2",null,"2015-02-07 19:49:54.385"
"982635c4-d8c9-1004-8a97-438cca05a146","H494","1",null,"2015-02-07 19:49:55.138"
"982635c4-d8c9-1004-8a97-438cca05a146","H494","2",null,"2015-02-07 19:49:55.138"
"9826f914-d8c9-1004-8a97-438cca05a146","H491","1",null,"2015-02-07 19:49:55.705"
"9826f914-d8c9-1004-8a97-438cca05a146","H491","2",null,"2015-02-07 19:49:55.705"
"9827bc64-d8c9-1004-8a97-438cca05a146","H401","1",null,"2015-02-07 19:49:56.205"
"9827bc64-d8c9-1004-8a97-438cca05a146","H401","2",null,"2015-02-07 19:49:56.205"
"98287fb4-d8c9-1004-8a97-438cca05a146","H398","1",null,"2015-02-07 19:49:56.703"
"98287fb4-d8c9-1004-8a97-438cca05a146","H398","2",null,"2015-02-07 19:49:56.703"
"98294304-d8c9-1004-8a97-438cca05a146","H373","1",null,"2015-02-07 19:49:57.163"
"98294304-d8c9-1004-8a97-438cca05a146","H373","2",null,"2015-02-07 19:49:57.163"
"982a0654-d8c9-1004-8a97-438cca05a146","H370","1",null,"2015-02-07 19:49:57.676"
"982a0654-d8c9-1004-8a97-438cca05a146","H370","2",null,"2015-02-07 19:49:57.676"
"982b1828-d8c9-1004-8a97-438cca05a146","H342W","1",null,"2015-02-07 19:49:58.319"
"982b1828-d8c9-1004-8a97-438cca05a146","H342W","2",null,"2015-02-07 19:49:58.319"
"982c0288-d8c9-1004-8a97-438cca05a146","H342RP","1",null,"2015-02-07 19:49:58.932"
"982c0288-d8c9-1004-8a97-438cca05a146","H342RP","2",null,"2015-02-07 19:49:58.932"
"982c9ec8-d8c9-1004-8a97-438cca05a146","H342B","1",null,"2015-02-07 19:49:59.396"
