clistingid,iwebsiteid,csku,istatus,dnewformdate,dnewtodate,bspecial,cvideoaddress,iqty,fprice,fweight,bmultiattribute,cparentsku,bclearstocks,bfeatured,bnew,bhot,bvisible,bpulish,ccreateuser,dcreatedate
978bc570-d8c9-1004-8a97-438cca05a146,1,F907W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.67,160,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
978c88c0-d8c9-1004-8a97-438cca05a146,1,F880RP,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.318,150,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
978d4c10-d8c9-1004-8a97-438cca05a146,1,F880B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.318,150,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
978e0f60-d8c9-1004-8a97-438cca05a146,1,F872S,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,7.1685,150,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
978efa24-d8c9-1004-8a97-438cca05a146,1,F223,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,21.32,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
978fbd74-d8c9-1004-8a97-438cca05a146,1,F222,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,19.99,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
979080c4-d8c9-1004-8a97-438cca05a146,1,F221,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,16.866,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97916b24-d8c9-1004-8a97-438cca05a146,1,F220,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,19.1849,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97922e74-d8c9-1004-8a97-438cca05a146,1,F219,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,15.31,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9792f1c4-d8c9-1004-8a97-438cca05a146,1,F218,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,21.32,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9793dc24-d8c9-1004-8a97-438cca05a146,1,F217,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,18,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97949f74-d8c9-1004-8a97-438cca05a146,1,F216,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,14.5679,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
979562c4-d8c9-1004-8a97-438cca05a146,1,F215,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,15.516,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97962614-d8c9-1004-8a97-438cca05a146,1,F214,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.217,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9796e964-d8c9-1004-8a97-438cca05a146,1,F213,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,11.57,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9797fad4-d8c9-1004-8a97-438cca05a146,1,F212,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,18.74,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9798e534-d8c9-1004-8a97-438cca05a146,1,F211,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.442,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9799cf94-d8c9-1004-8a97-438cca05a146,1,F210,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,16.866,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
979a6bd4-d8c9-1004-8a97-438cca05a146,1,F209,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.658,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
979b5698-d8c9-1004-8a97-438cca05a146,1,F208,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.442,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
979bf2d8-d8c9-1004-8a97-438cca05a146,1,F207,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.874,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
979d2b58-d8c9-1004-8a97-438cca05a146,1,F206,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.496,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
979deea8-d8c9-1004-8a97-438cca05a146,1,F202W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,16.8642,200,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
979ed908-d8c9-1004-8a97-438cca05a146,1,F202RP,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,18.74,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
979fc368-d8c9-1004-8a97-438cca05a146,1,F202R,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,16.8642,550,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
97a0d4d8-d8c9-1004-8a97-438cca05a146,1,F202LGR,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,16.8642,200,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
97a19828-d8c9-1004-8a97-438cca05a146,1,F202BL,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,12.29,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97a23468-d8c9-1004-8a97-438cca05a146,1,F202B,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,18.74,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97a2f7b8-d8c9-1004-8a97-438cca05a146,1,F198,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.655,59,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97a3bb08-d8c9-1004-8a97-438cca05a146,1,F186,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.82,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97a47e58-d8c9-1004-8a97-438cca05a146,1,F177,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.5769,88,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97a5b6d8-d8c9-1004-8a97-438cca05a146,1,F176,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.5769,88,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97a716cc-d8c9-1004-8a97-438cca05a146,1,F146B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.102,140,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97a84f4c-d8c9-1004-8a97-438cca05a146,1,F103,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.42,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97a960bc-d8c9-1004-8a97-438cca05a146,1,F99,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,1.845,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97aa722c-d8c9-1004-8a97-438cca05a146,1,F63B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,7.281,136,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97abd1bc-d8c9-1004-8a97-438cca05a146,1,F55,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.024,66,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97ace32c-d8c9-1004-8a97-438cca05a146,1,F52,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,23.085,39,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
97adf49c-d8c9-1004-8a97-438cca05a146,1,F21,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.739,110,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97af060c-d8c9-1004-8a97-438cca05a146,1,F5,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,17.01,152,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97aff06c-d8c9-1004-8a97-438cca05a146,1,Game166,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.8051,70,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97b101dc-d8c9-1004-8a97-438cca05a146,1,Game158,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,22.8299,70,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
97b2616c-d8c9-1004-8a97-438cca05a146,1,Game156,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,22.6841,70,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
97b34c30-d8c9-1004-8a97-438cca05a146,1,GAME095,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,32.076,126,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97b45da0-d8c9-1004-8a97-438cca05a146,1,GAME088,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.66,90,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97b54800-d8c9-1004-8a97-438cca05a146,1,GAME085,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,15.786,80,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97b65970-d8c9-1004-8a97-438cca05a146,1,GAME084,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,11.043,80,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97b93fa0-d8c9-1004-8a97-438cca05a146,1,GAME063,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.645,60,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
97ba2a00-d8c9-1004-8a97-438cca05a146,1,GAME041,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,1.23,40,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97bb8990-d8c9-1004-8a97-438cca05a146,1,GAME053,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,11.151,188,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97bc4ce0-d8c9-1004-8a97-438cca05a146,1,GAME040,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,0.963,40,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97bd1030-d8c9-1004-8a97-438cca05a146,1,GAME038W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.66,156,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97bdd380-d8c9-1004-8a97-438cca05a146,1,GAME020,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.65,110,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97bf0c00-d8c9-1004-8a97-438cca05a146,1,GAME017,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,1.07,30,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97c044e4-d8c9-1004-8a97-438cca05a146,1,GAME005,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,31.59,180,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97c12f44-d8c9-1004-8a97-438cca05a146,1,W017,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,14.409,330,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97c219a4-d8c9-1004-8a97-438cca05a146,1,W023,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,11.709,210,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97c35224-d8c9-1004-8a97-438cca05a146,1,W022,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,12.888,300,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97c43c84-d8c9-1004-8a97-438cca05a146,1,W021,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,11.15,210,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97c4ffd4-d8c9-1004-8a97-438cca05a146,1,W020,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,11.45,160,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97c63854-d8c9-1004-8a97-438cca05a146,1,W019,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,16.54,324,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97c7bef4-d8c9-1004-8a97-438cca05a146,1,W018,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,14.409,292,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97c8d064-d8c9-1004-8a97-438cca05a146,1,W016,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,1440.018,280,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97c96ca4-d8c9-1004-8a97-438cca05a146,1,W015,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,14.265,290,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97ca5768-d8c9-1004-8a97-438cca05a146,1,W014,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,12.897,260,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97cb41c8-d8c9-1004-8a97-438cca05a146,1,W013,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,13.761,269,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97cc2c28-d8c9-1004-8a97-438cca05a146,1,W012,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,100.899,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97cd8bb8-d8c9-1004-8a97-438cca05a146,1,W011,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,16.45,310,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97ceeb48-d8c9-1004-8a97-438cca05a146,1,W010,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,14.103,280,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97cfd5a8-d8c9-1004-8a97-438cca05a146,1,W009,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,12.762,270,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97d098f8-d8c9-1004-8a97-438cca05a146,1,W008,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,17.16,320,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97d18358-d8c9-1004-8a97-438cca05a146,1,W007,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,13.725,290,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97d246a8-d8c9-1004-8a97-438cca05a146,1,W006,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,15.49,280,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97d33108-d8c9-1004-8a97-438cca05a146,1,W005,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,126.864,300,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97d41b68-d8c9-1004-8a97-438cca05a146,1,W004,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,12.186,290,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97d52cd8-d8c9-1004-8a97-438cca05a146,1,W003,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,12.429,270,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97d63e48-d8c9-1004-8a97-438cca05a146,1,W002,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,117,320,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97d7501c-d8c9-1004-8a97-438cca05a146,1,W001,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,16.57,270,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97d8889c-d8c9-1004-8a97-438cca05a146,1,H1677,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.421,45,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97d94bec-d8c9-1004-8a97-438cca05a146,1,H1590,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.402,36,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97da364c-d8c9-1004-8a97-438cca05a146,1,H1467,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.03,130,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97db6ecc-d8c9-1004-8a97-438cca05a146,1,H1466,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.02,110,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97dcce5c-d8c9-1004-8a97-438cca05a146,1,H1465,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.581,130,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97dddfcc-d8c9-1004-8a97-438cca05a146,1,H1464,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.7433,120,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97df3f5c-d8c9-1004-8a97-438cca05a146,1,H1463,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.8965,130,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97e002ac-d8c9-1004-8a97-438cca05a146,1,H1462,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.716,120,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97e13b2c-d8c9-1004-8a97-438cca05a146,1,H1461,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.896,130,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97e1fe7c-d8c9-1004-8a97-438cca05a146,1,H1460,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.682,90,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97e2e940-d8c9-1004-8a97-438cca05a146,1,H1459,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.565,110,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97e3d3a0-d8c9-1004-8a97-438cca05a146,1,H1458,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.393,110,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97e496f0-d8c9-1004-8a97-438cca05a146,1,H1457,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.5367,28,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97e5a860-d8c9-1004-8a97-438cca05a146,1,H1456,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.772,40,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97e6e0e0-d8c9-1004-8a97-438cca05a146,1,H1455,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.7702,40,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97e7cb40-d8c9-1004-8a97-438cca05a146,1,H1454,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.94,40,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97e8dcb0-d8c9-1004-8a97-438cca05a146,1,H1453,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,1.953,40,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97ea3c40-d8c9-1004-8a97-438cca05a146,1,H1452,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,1.953,40,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97eb26a0-d8c9-1004-8a97-438cca05a146,1,H1421,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,12.357,500,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97ebe9f0-d8c9-1004-8a97-438cca05a146,1,H1364,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.088,70,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97ed2270-d8c9-1004-8a97-438cca05a146,1,H1365,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,1.9076,60,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97ee5af0-d8c9-1004-8a97-438cca05a146,1,H1345,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.781,40,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97ef93d4-d8c9-1004-8a97-438cca05a146,1,H1344,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.501,70,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97f0a544-d8c9-1004-8a97-438cca05a146,1,H1340,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,1.5,30,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97f204d4-d8c9-1004-8a97-438cca05a146,1,H1327,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.538,80,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97f31644-d8c9-1004-8a97-438cca05a146,1,H1326,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.39,100,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97f400a4-d8c9-1004-8a97-438cca05a146,1,H1325,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.267,100,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97f51214-d8c9-1004-8a97-438cca05a146,1,H1324,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.9,140,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97f62384-d8c9-1004-8a97-438cca05a146,1,H995,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,16.515,670,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97f70de4-d8c9-1004-8a97-438cca05a146,1,H993,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,23.292,350,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97f81f54-d8c9-1004-8a97-438cca05a146,1,H992,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,10.9229,70,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97f930c4-d8c9-1004-8a97-438cca05a146,1,H991,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,10.9229,70,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97fa1b24-d8c9-1004-8a97-438cca05a146,1,H990,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.315,100,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97fb05e8-d8c9-1004-8a97-438cca05a146,1,H989,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,10.9229,70,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97fbf048-d8c9-1004-8a97-438cca05a146,1,H988,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,10.9229,70,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97fcdaa8-d8c9-1004-8a97-438cca05a146,1,H987,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.2319,40,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97fdec18-d8c9-1004-8a97-438cca05a146,1,H986,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.061,30,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
97fed678-d8c9-1004-8a97-438cca05a146,1,H985,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.2,40,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98000ef8-d8c9-1004-8a97-438cca05a146,1,H984,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.295,60,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9800f958-d8c9-1004-8a97-438cca05a146,1,H1043,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,18.2129,180,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
980258e8-d8c9-1004-8a97-438cca05a146,1,H1042,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,18.2129,160,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98034348-d8c9-1004-8a97-438cca05a146,1,H1041,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,19.4279,190,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98040698-d8c9-1004-8a97-438cca05a146,1,H1040,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,27.9329,370,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9804f0f8-d8c9-1004-8a97-438cca05a146,1,H1039,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,31.5779,280,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9805db58-d8c9-1004-8a97-438cca05a146,1,H1038,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,34.0079,400,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98073b4c-d8c9-1004-8a97-438cca05a146,1,H1037,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,38.88,400,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98084cbc-d8c9-1004-8a97-438cca05a146,1,h1036,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,40.0829,330,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9809371c-d8c9-1004-8a97-438cca05a146,1,H1237,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,26.703,260,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
980a217c-d8c9-1004-8a97-438cca05a146,1,H1127W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.6957,78,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
980b32ec-d8c9-1004-8a97-438cca05a146,1,H1118R,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,60.7257,650,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
980c1d4c-d8c9-1004-8a97-438cca05a146,1,H1117,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,1.908,60,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
980d07ac-d8c9-1004-8a97-438cca05a146,1,H1116,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,1.908,60,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
980dcafc-d8c9-1004-8a97-438cca05a146,1,H1114,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.694,355,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
980f2a8c-d8c9-1004-8a97-438cca05a146,1,H1113,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.66,345,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98103bfc-d8c9-1004-8a97-438cca05a146,1,H1112,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.655,80,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9811265c-d8c9-1004-8a97-438cca05a146,1,H1110,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.68,130,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
