iid,iwebsiteid,icategoryid,iparentid,cpath,ilevel,bshow,bhasbgimage
951,1,951,935,Apparel-Jewelry/Boys-Clothing/Shorts,3,f,t
952,1,952,935,Apparel-Jewelry/Boys-Clothing/Overalls,3,f,t
953,1,953,864,Apparel-Jewelry/Skirts,2,t,t
454,1,454,444,Lighting-Flashlights-LEDs/Lighting-Accessories/Light-Beads,3,t,t
974,1,974,971,Apparel-Jewelry/Bags/Women-s-Bags/Crossbody-Bags,4,f,t
976,1,976,971,Apparel-Jewelry/Bags/Women-s-Bags/Wallets,4,f,t
977,1,977,971,Apparel-Jewelry/Bags/Women-s-Bags/Cosmatic-Bags,4,f,t
979,1,979,978,Apparel-Jewelry/Bags/Men-s-Bags/Men-s-Handbags,4,f,t
980,1,980,978,Apparel-Jewelry/Bags/Men-s-Bags/Men-s-Backpacks,4,f,t
981,1,981,978,Apparel-Jewelry/Bags/Men-s-Bags/Men-s-Wallets,4,f,t
960,1,960,959,Apparel-Jewelry/Women-s-Shoes/Boots,3,f,t
961,1,961,959,Apparel-Jewelry/Women-s-Shoes/Pumps,3,f,t
962,1,962,959,Apparel-Jewelry/Women-s-Shoes/Women-s-Fashion-Sneakers,3,f,t
963,1,963,959,Apparel-Jewelry/Women-s-Shoes/Flats,3,f,t
967,1,967,959,Apparel-Jewelry/Women-s-Shoes/Boat-Shoes,3,f,t
968,1,968,959,Apparel-Jewelry/Women-s-Shoes/Loafers,3,f,t
499,1,499,468,Musical-Instruments/Brass,2,t,t
936,1,936,935,Apparel-Jewelry/Boys-Clothing/Clothing-Sets,3,f,t
946,1,946,935,Apparel-Jewelry/Boys-Clothing/Jeans,3,f,t
948,1,948,935,Apparel-Jewelry/Boys-Clothing/Socks,3,f,t
949,1,949,935,Apparel-Jewelry/Boys-Clothing/Sleepwear-Robes,3,f,t
972,1,972,971,Apparel-Jewelry/Bags/Women-s-Bags/Handbags,4,f,t
973,1,973,971,Apparel-Jewelry/Bags/Women-s-Bags/Backpack,4,f,t
978,1,978,970,Apparel-Jewelry/Bags/Men-s-Bags,3,t,t
964,1,964,959,Apparel-Jewelry/Women-s-Shoes/Sandals,3,f,t
965,1,965,959,Apparel-Jewelry/Women-s-Shoes/Slippers,3,f,t
966,1,966,959,Apparel-Jewelry/Women-s-Shoes/Oxfords,3,f,t
999,1,999,864,Apparel-Jewelry/Fashion-Jewelry,2,t,t
270,1,270,221,Computer-Networking/USB-Gadgets,2,t,t
1018,1,1018,1016,Apparel-Jewelry/Jewelry-Design-Repair/Jewelry-Tools,3,f,t
1027,1,1027,1019,Home-and-Garden/Festive-Party-Supplies,2,t,t
1071,1,1071,1019,Home-and-Garden/Home-Decor,2,t,t
1036,1,1036,1019,Home-and-Garden/Safety-Security,2,t,t
1003,1,1003,999,Apparel-Jewelry/Fashion-Jewelry/Rings,3,f,t
1019,1,1019,0,Home-and-Garden,1,t,t
1151,1,1151,1150,RC-Models-Hobbies/WLtoys/WLtoys-Multicopter,3,t,t
508,1,508,506,Musical-Instruments/Drums-Percussion/Drum-Sets-Accessories,3,f,t
510,1,510,506,Musical-Instruments/Drums-Percussion/Xylophones-Accessories,3,t,t
512,1,512,506,Musical-Instruments/Drums-Percussion/Tambourines-Accessories,3,t,t
514,1,514,506,Musical-Instruments/Drums-Percussion/Maracas-Accessories,3,t,t
520,1,520,516,Musical-Instruments/Keyboards-Pianos/Parts-Accessories,3,t,t
522,1,522,521,Musical-Instruments/Pro-Audio-Equipment/Microphones,3,t,t
528,1,528,521,Musical-Instruments/Pro-Audio-Equipment/Pop-Filters,3,f,t
1022,1,1022,1020,Home-and-Garden/Lifestyle-Gadgest/Temp-Heater-Glue-Gun,3,t,t
1026,1,1026,1020,Home-and-Garden/Lifestyle-Gadgest/Other-Lifestyle-Gadgest,3,t,t
1025,1,1025,1020,Home-and-Garden/Lifestyle-Gadgest/Keychains,3,t,t
1028,1,1028,1027,Home-and-Garden/Festive-Party-Supplies/Christmas-Supplies,3,t,t
1030,1,1030,1027,Home-and-Garden/Festive-Party-Supplies/Wedding-Supplies,3,t,t
1029,1,1029,1027,Home-and-Garden/Festive-Party-Supplies/Halloween-Supplies,3,t,t
1050,1,1050,1048,Home-and-Garden/Pet-Supplies/Collars,3,t,t
1038,1,1038,1036,Home-and-Garden/Safety-Security/CCTV-Cameras,3,t,t
1039,1,1039,1036,Home-and-Garden/Safety-Security/Baby-Monitor,3,t,t
1040,1,1040,1036,Home-and-Garden/Safety-Security/Door-Access-Doorbell,3,t,t
1041,1,1041,1036,Home-and-Garden/Safety-Security/Wireless-Camera-Receiver,3,t,t
1042,1,1042,1036,Home-and-Garden/Safety-Security/Two-Way-Radio,3,t,t
1043,1,1043,1036,Home-and-Garden/Safety-Security/Video-monitor,3,t,t
1044,1,1044,1036,Home-and-Garden/Safety-Security/Fire-Safety,3,t,t
1045,1,1045,1036,Home-and-Garden/Safety-Security/First-Aid-Kits-Protection-Equipment,3,t,t
1046,1,1046,1036,Home-and-Garden/Safety-Security/Personal-Defense-Equipment,3,t,t
1035,1,1035,1032,Home-and-Garden/Baby-Supplies/Mummy-package,3,t,t
1073,1,1073,1071,Home-and-Garden/Home-Decor/Decorative-Painting,3,f,t
1075,1,1075,1071,Home-and-Garden/Home-Decor/Decoration,3,f,t
1077,1,1077,1071,Home-and-Garden/Home-Decor/Other-home-decoration,3,t,t
1091,1,1091,1089,Home-and-Garden/Stationeries/Painting-Calligraphy,3,t,t
518,1,518,516,Musical-Instruments/Keyboards-Pianos/Accordions-Accessories,3,f,t
1024,1,1024,1020,Home-and-Garden/Lifestyle-Gadgest/Glasses,3,t,t
1037,1,1037,1036,Home-and-Garden/Safety-Security/IP-Cameras,3,t,t
1085,1,1085,1078,Home-and-Garden/Home-Electronics/Telephones-Accessories,3,f,t
526,1,526,521,Musical-Instruments/Pro-Audio-Equipment/Amplifiers,3,f,t
986,1,986,983,Apparel-Jewelry/Watches/Quartz-Watches,3,t,t
987,1,987,983,Apparel-Jewelry/Watches/LED-Watches,3,t,t
990,1,990,983,Apparel-Jewelry/Watches/Sports-watch,3,t,t
992,1,992,983,Apparel-Jewelry/Watches/Vintage-Watches,3,t,t
993,1,993,983,Apparel-Jewelry/Watches/Business-Watches,3,t,t
994,1,994,983,Apparel-Jewelry/Watches/Casual-Style-Watches,3,t,t
995,1,995,983,Apparel-Jewelry/Watches/Fashion-Dress-Watches,3,t,t
997,1,997,983,Apparel-Jewelry/Watches/Pocket-Fob-Watches,3,t,t
1000,1,1000,999,Apparel-Jewelry/Fashion-Jewelry/Necklaces-Pendants,3,t,t
1001,1,1001,999,Apparel-Jewelry/Fashion-Jewelry/Bracelets-Bangles,3,t,t
1002,1,1002,999,Apparel-Jewelry/Fashion-Jewelry/Earrings,3,t,t
1005,1,1005,999,Apparel-Jewelry/Fashion-Jewelry/Hair-Jewelry,3,t,t
1006,1,1006,999,Apparel-Jewelry/Fashion-Jewelry/Tie-Clips-Cufflinks,3,t,t
1009,1,1009,999,Apparel-Jewelry/Fashion-Jewelry/Body-Jewelry,3,t,t
1010,1,1010,999,Apparel-Jewelry/Fashion-Jewelry/Anklets,3,t,t
1015,1,1015,1011,Apparel-Jewelry/Jewelry-Supplies/Keychain,3,f,t
985,1,985,983,Apparel-Jewelry/Watches/Mechanical-Watch,3,t,t
1125,1,1125,1122,RC-Models-Hobbies/Walkera/QR-X350-Pro-QR-X350-Parts,3,t,t
1142,1,1142,1137,RC-Models-Hobbies/HSP/1-10TH-RC-Car-Parts,3,f,t
1103,1,1103,1100,Home-and-Garden/Antiques-Craftwork/Coin,3,f,t
1153,1,1153,1150,RC-Models-Hobbies/WLtoys/WLtoys-Airplane,3,t,t
1143,1,1143,1137,RC-Models-Hobbies/HSP/1-8TH-RC-Car-Parts,3,f,t
1097,1,1097,1094,Home-and-Garden/Yard-Garden/Garden-Pots-Bonsai,3,f,t
1126,1,1126,1122,RC-Models-Hobbies/Walkera/Tail-H500-Parts,3,t,t
1160,1,1160,1159,RC-Models-Hobbies/Hubsan/Hubsan-Quadcopter,3,t,t
1144,1,1144,1137,RC-Models-Hobbies/HSP/HSP-Other-Parts,3,t,t
1115,1,1115,1110,RC-Models-Hobbies/DJI/Tuned-Propulsion-Systems,3,t,t
1154,1,1154,1150,RC-Models-Hobbies/WLtoys/WLtoys-Car,3,t,t
1116,1,1116,1110,RC-Models-Hobbies/DJI/S800-S800-EVO-Parts,3,f,t
1148,1,1148,1145,RC-Models-Hobbies/SYMA/Syma-Multicopter-Parts,3,f,t
1127,1,1127,1122,RC-Models-Hobbies/Walkera/W100S-Parts,3,t,t
1123,1,1123,1122,RC-Models-Hobbies/Walkera/Walkera-Multicopter,3,t,t
807,1,807,806,Health-Beauty/Makeup-Tools-Accessories,2,t,t
1124,1,1124,1122,RC-Models-Hobbies/Walkera/Helicopter-Airplane,3,t,t
1155,1,1155,1150,RC-Models-Hobbies/WLtoys/WLtoys-Multicopter-Parts,3,f,t
1122,1,1122,1109,RC-Models-Hobbies/Walkera,2,t,t
1161,1,1161,1159,RC-Models-Hobbies/Hubsan/Hubsan-H107-Series-Parts,3,f,t
1156,1,1156,1150,RC-Models-Hobbies/WLtoys/WLtoys-Helicopter-Parts,3,f,t
1182,1,1182,1180,RC-Models-Hobbies/FPV-system/FPV-Gimbal,3,t,t
1090,1,1090,1089,Home-and-Garden/Stationeries/Learning-Education,3,f,t
1152,1,1152,1150,RC-Models-Hobbies/WLtoys/WLtoys-Helicopter,3,t,t
1157,1,1157,1150,RC-Models-Hobbies/WLtoys/WLtoys-Car-Parts,3,f,t
1098,1,1098,1094,Home-and-Garden/Yard-Garden/Garden-Tools,3,t,t
1158,1,1158,1150,RC-Models-Hobbies/WLtoys/WLtoys-Airplane-Parts,3,f,t
1104,1,1104,1100,Home-and-Garden/Antiques-Craftwork/Wood-Base,3,f,t
1092,1,1092,1089,Home-and-Garden/Stationeries/Office-Supplies,3,f,t
1099,1,1099,1094,Home-and-Garden/Yard-Garden/Watering-Irrigation,3,t,t
809,1,809,807,Health-Beauty/Makeup-Tools-Accessories/Eyes,3,t,t
1105,1,1105,1100,Home-and-Garden/Antiques-Craftwork/Boxwood-Wood-Teaspoon,3,f,t
1106,1,1106,1100,Home-and-Garden/Antiques-Craftwork/Boxwood-Carving,3,f,t
1100,1,1100,1019,Home-and-Garden/Antiques-Craftwork,2,f,t
1093,1,1093,1089,Home-and-Garden/Stationeries/office-Electronics,3,t,t
811,1,811,807,Health-Beauty/Makeup-Tools-Accessories/Face-Cleaning-Tools,3,t,t
1107,1,1107,1100,Home-and-Garden/Antiques-Craftwork/Smoking-Pipe,3,f,t
835,1,835,806,Health-Beauty/Nail-Care,2,t,t
833,1,833,830,Health-Beauty/Hair-Care/Hair-Scissors,3,t,t
1084,1,1084,1078,Home-and-Garden/Home-Electronics/Small-Appliances,3,t,t
1101,1,1101,1100,Home-and-Garden/Antiques-Craftwork/Bone-Netsuke,3,f,t
843,1,843,806,Health-Beauty/Oral-Care,2,t,t
1086,1,1086,1019,Home-and-Garden/Lighter-Cigar-Supplies,2,f,t
1094,1,1094,1019,Home-and-Garden/Yard-Garden,2,t,t
1087,1,1087,1086,Home-and-Garden/Lighter-Cigar-Supplies/Lighter,3,f,t
1108,1,1108,1100,Home-and-Garden/Antiques-Craftwork/Others,3,f,t
1088,1,1088,1086,Home-and-Garden/Lighter-Cigar-Supplies/Cigar-Supplies,3,f,t
1095,1,1095,1094,Home-and-Garden/Yard-Garden/Garden-Supplies,3,f,t
1102,1,1102,1100,Home-and-Garden/Antiques-Craftwork/Snuffbottle,3,f,t
1089,1,1089,1019,Home-and-Garden/Stationeries,2,t,t
1096,1,1096,1094,Home-and-Garden/Yard-Garden/Garden-Landscaping-Decking,3,t,t
1159,1,1159,1109,RC-Models-Hobbies/Hubsan,2,f,t
1162,1,1162,1109,RC-Models-Hobbies/Emax,2,t,t
1185,1,1185,1184,RC-Models-Hobbies/Fight-Control-System/Flight-Controllers,3,t,t
814,1,814,807,Health-Beauty/Makeup-Tools-Accessories/Cosmetic-Bags,3,t,t
821,1,821,818,Health-Beauty/Wig-Accessories/Gradient-Wigs,3,f,t
1186,1,1186,1184,RC-Models-Hobbies/Fight-Control-System/GPS-Module,3,t,t
932,1,932,917,Apparel-Jewelry/Girls-Clothing/Underwear,3,f,t
1187,1,1187,1184,RC-Models-Hobbies/Fight-Control-System/Other-Flight-Control-Parts,3,t,t
1223,1,1223,1220,RC-Models-Hobbies/RC-Model-Battery/Lion-Power-Series,3,t,t
827,1,827,818,Health-Beauty/Wig-Accessories/Wig-Hair-Bags,3,f,t
1236,1,1236,1235,Toys-Games/Baby-Toys,2,f,t
1179,1,1179,1172,RC-Models-Hobbies/RC-Toys/Other-Toys,3,f,t
1237,1,1237,1236,Toys-Games/Baby-Toys/Play-Mats,3,f,t
1183,1,1183,1180,RC-Models-Hobbies/FPV-system/Other-FPV-Parts,3,t,t
819,1,819,818,Health-Beauty/Wig-Accessories/Fashion-Wigs,3,f,t
861,1,861,856,Health-Beauty/Tattoos-Body-Art/Tattoo-Sets-Kits,3,t,t
1200,1,1200,1197,RC-Models-Hobbies/Car/ZD-Racing-Parts,3,f,t
1227,1,1227,1225,RC-Models-Hobbies/Charger/Other-Charger-Parts,3,t,t
1194,1,1194,1193,RC-Models-Hobbies/Airplane/Airplane-Propellers,3,t,t
1196,1,1196,1193,RC-Models-Hobbies/Airplane/Other-Airplane-Parts,3,f,t
971,1,971,970,Apparel-Jewelry/Bags/Women-s-Bags,3,t,t
1198,1,1198,1197,RC-Models-Hobbies/Car/RC-Car,3,t,t
1180,1,1180,1109,RC-Models-Hobbies/FPV-system,2,t,t
815,1,815,807,Health-Beauty/Makeup-Tools-Accessories/Cosmetic-Brushes,3,t,t
831,1,831,830,Health-Beauty/Hair-Care/Hair-Dryers,3,t,t
1192,1,1192,1188,RC-Models-Hobbies/Multicopter/Multicopter-Other-Parts,3,t,t
823,1,823,818,Health-Beauty/Wig-Accessories/Partial-Wigs,3,t,t
816,1,816,807,Health-Beauty/Makeup-Tools-Accessories/Skincare-Tools-Accessories,3,t,t
829,1,829,818,Health-Beauty/Wig-Accessories/Others,3,f,t
988,1,988,983,Apparel-Jewelry/Watches/Army-Watches,3,t,t
817,1,817,807,Health-Beauty/Makeup-Tools-Accessories/Others,3,f,t
845,1,845,844,Health-Beauty/Health-Personal-Care/Testing-Equipment-Accessories,3,f,t
849,1,849,844,Health-Beauty/Health-Personal-Care/Slimming-Equipment-Accessories,3,f,t
851,1,851,844,Health-Beauty/Health-Personal-Care/Others,3,f,t
1184,1,1184,1109,RC-Models-Hobbies/Fight-Control-System,2,t,t
853,1,853,844,Health-Beauty/Health-Personal-Care/Massage-Tools,3,f,t
808,1,808,807,Health-Beauty/Makeup-Tools-Accessories/Face,3,t,t
1188,1,1188,1109,RC-Models-Hobbies/Multicopter,2,t,t
1193,1,1193,1109,RC-Models-Hobbies/Airplane,2,f,t
837,1,837,835,Health-Beauty/Nail-Care/Nail-Polish-Sets-Kits,3,t,t
1032,1,1032,1019,Home-and-Garden/Baby-Supplies,2,t,t
810,1,810,807,Health-Beauty/Makeup-Tools-Accessories/Lips,3,t,t
1225,1,1225,1109,RC-Models-Hobbies/Charger,2,f,t
812,1,812,807,Health-Beauty/Makeup-Tools-Accessories/Eyebrow-Shaping-Tools,3,t,t
1082,1,1082,1078,Home-and-Garden/Home-Electronics/Air-conditioning-fans,3,f,t
839,1,839,835,Health-Beauty/Nail-Care/Nail-Art-Nursing-Machines,3,t,t
857,1,857,856,Health-Beauty/Tattoos-Body-Art/Tattoo-Machines,3,t,t
813,1,813,807,Health-Beauty/Makeup-Tools-Accessories/Eyes-Tools-Accessories,3,t,t
841,1,841,835,Health-Beauty/Nail-Care/Foot-Care,3,t,t
855,1,855,844,Health-Beauty/Health-Personal-Care/Adult-Products,3,f,t
859,1,859,856,Health-Beauty/Tattoos-Body-Art/Tattoo-Tools-Parts,3,t,t
1315,1,1315,1303,Video-Audio/HDD-Player/Blu-ray-Player,3,f,t
1238,1,1238,1236,Toys-Games/Baby-Toys/Baby-Books,3,f,t
1305,1,1305,1303,Video-Audio/HDD-Player/Smart-Android-TV-Player-Box,3,t,t
1239,1,1239,1236,Toys-Games/Baby-Toys/Baby-Rattles,3,f,t
1331,1,1331,1330,Video-Audio/Projector-Accessories/Mini-Projectors,3,t,t
1337,1,1337,1336,Video-Audio/3D-Glasses-Video-Glasses/DIY-Google-Cardboard-3D-Glasses,3,t,t
1259,1,1259,1254,Toys-Games/Dolls-Stuffed-Toys/Plush-Backpacks,3,f,t
6,1,6,2,Tablet-PC-Cellphone/Cell-Phones/Cubot,3,t,f
16,1,16,2,Tablet-PC-Cellphone/Cell-Phones/TCL,3,t,f
19,1,19,2,Tablet-PC-Cellphone/Cell-Phones/DOOGEE,3,t,f
1233,1,1233,1228,RC-Models-Hobbies/RC-Tools-Tester/Propeller-Blades-Tester,3,f,t
21,1,21,2,Tablet-PC-Cellphone/Cell-Phones/LANDVO,3,t,f
1293,1,1293,1289,Toys-Games/Video-Games/Accessories-for-SONY-PS3,3,t,t
1257,1,1257,1254,Toys-Games/Dolls-Stuffed-Toys/Stuffed-Animals-Plush,3,f,t
1309,1,1309,1303,Video-Audio/HDD-Player/Satellite-Receivers,3,t,t
18,1,18,2,Tablet-PC-Cellphone/Cell-Phones/Elephone,3,t,t
41,1,41,35,Tablet-PC-Cellphone/Accessories-for-Cell-Phones/Audio-Accessories-and-Earphones,3,t,t
1303,1,1303,1302,Video-Audio/HDD-Player,2,t,t
1311,1,1311,1303,Video-Audio/HDD-Player/Bluetooth-Receivers,3,t,t
1247,1,1247,1240,Toys-Games/Classic-Toys/Noise-Maker,3,f,t
1335,1,1335,1330,Video-Audio/Projector-Accessories/Projector-Accessories,3,t,t
1327,1,1327,1320,Video-Audio/Speakers-Karaoke/Voice-Changer,3,t,t
1265,1,1265,1261,Toys-Games/Electronic-Toys/Toy-Walkie-Talkies,3,f,t
1273,1,1273,1266,Toys-Games/Learning-Education/Playdough,3,f,t
1325,1,1325,1320,Video-Audio/Speakers-Karaoke/USB-Speakers,3,t,t
1304,1,1304,1303,Video-Audio/HDD-Player/TV-Dongle-Accessories,3,t,t
1299,1,1299,1289,Toys-Games/Video-Games/Accessories-for-GBA,3,f,t
1321,1,1321,1320,Video-Audio/Speakers-Karaoke/Mini-speakers,3,t,t
71,1,71,64,Sports-Outdoor/Cycling/Bike-Holder,3,t,t
1291,1,1291,1289,Toys-Games/Video-Games/Accessories-for-NDSL-NDSI,3,f,t
89,1,89,84,Sports-Outdoor/Fishing/Fishing-Hooks,3,t,t
1333,1,1333,1330,Video-Audio/Projector-Accessories/DLP-Projectors,3,t,t
1317,1,1317,1303,Video-Audio/HDD-Player/Digital-Mdeia-Receivers,3,t,t
1339,1,1339,1336,Video-Audio/3D-Glasses-Video-Glasses/Virtual-Video-Glasses,3,t,t
1323,1,1323,1320,Video-Audio/Speakers-Karaoke/CD-Players-Recorders,3,t,t
1329,1,1329,1320,Video-Audio/Speakers-Karaoke/Karaoke-Player-for-PC-Phone,3,t,t
72,1,72,64,Sports-Outdoor/Cycling/Bag-Supplies,3,t,t
1277,1,1277,1274,Toys-Games/Novelty-Toys/Solar-Toys,3,f,t
75,1,75,64,Sports-Outdoor/Cycling/Bicycle-Pedals,3,t,t
1246,1,1246,1240,Toys-Games/Classic-Toys/Yoyos,3,f,t
1279,1,1279,1278,Toys-Games/Outdoor-Fun-Sports/Bubbles,3,f,t
76,1,76,64,Sports-Outdoor/Cycling/Bicycle-Gloves,3,t,t
1297,1,1297,1289,Toys-Games/Video-Games/Accessories-for-PSP-GO,3,f,t
1283,1,1283,1278,Toys-Games/Outdoor-Fun-Sports/Kites-Accessories,3,f,t
74,1,74,64,Sports-Outdoor/Cycling/Bicycle-Saddles,3,t,t
1313,1,1313,1303,Video-Audio/HDD-Player/DVB-set-top-box,3,f,t
1281,1,1281,1278,Toys-Games/Outdoor-Fun-Sports/Flying-Disk-Arrow,3,f,t
1269,1,1269,1266,Toys-Games/Learning-Education/Math-Toys,3,f,t
1271,1,1271,1266,Toys-Games/Learning-Education/DIY-Toys,3,f,t
1307,1,1307,1303,Video-Audio/HDD-Player/DVD-VCD-Player,3,f,t
1285,1,1285,1278,Toys-Games/Outdoor-Fun-Sports/Toy-Balls,3,f,t
1274,1,1274,1235,Toys-Games/Novelty-Toys,2,f,t
1332,1,1332,1330,Video-Audio/Projector-Accessories/Home-LED-Projectors,3,f,t
1308,1,1308,1303,Video-Audio/HDD-Player/Wireless-Display-Dongle,3,t,t
1314,1,1314,1303,Video-Audio/HDD-Player/MP3-MP4-MP5-Players,3,t,t
223,1,223,222,Computer-Networking/Keyboards-Mice-Input/Keyboard,3,t,f
220,1,220,217,Test-Equipment-Tools/Electronic-Components/Connectors-Components,3,t,t
224,1,224,222,Computer-Networking/Keyboards-Mice-Input/Mice,3,t,f
290,1,290,284,Cameras-Photo-Accessories/Flashes-Flash-Accessories/Hot-Shoes,3,f,t
219,1,219,217,Test-Equipment-Tools/Electronic-Components/Modules,3,t,t
216,1,216,211,Test-Equipment-Tools/Hardware-Gadgets/Others,3,f,t
1312,1,1312,1303,Video-Audio/HDD-Player/Bluetooth-Transmitter,3,t,t
1338,1,1338,1336,Video-Audio/3D-Glasses-Video-Glasses/Smart-Video-3D-Glasses,3,t,t
215,1,215,211,Test-Equipment-Tools/Hardware-Gadgets/Paint-Sprying-Tools,3,t,t
43,1,43,35,Tablet-PC-Cellphone/Accessories-for-Cell-Phones/DIY-Tools,3,t,t
1286,1,1286,1278,Toys-Games/Outdoor-Fun-Sports/Toy-Guns,3,f,t
1346,1,1346,1340,Video-Audio/A-V-Accessories-Adapters-Cables/S-Video-Cables-Adapters,3,t,t
1322,1,1322,1320,Video-Audio/Speakers-Karaoke/Radios,3,t,t
218,1,218,217,Test-Equipment-Tools/Electronic-Components/Development-board,3,t,t
1284,1,1284,1278,Toys-Games/Outdoor-Fun-Sports/Ride-On-Toys,3,f,t
1330,1,1330,1302,Video-Audio/Projector-Accessories,2,t,t
180,1,180,170,Test-Equipment-Tools/Electrical-Testing/Function-Generators,3,f,t
1326,1,1326,1320,Video-Audio/Speakers-Karaoke/Waterproof-mp3,3,t,t
179,1,179,170,Test-Equipment-Tools/Electrical-Testing/Frequency-Counters-Pulse-Generators,3,f,t
1296,1,1296,1289,Toys-Games/Video-Games/Accessories-for-PC,3,f,t
1258,1,1258,1254,Toys-Games/Dolls-Stuffed-Toys/Puppets,3,f,t
1256,1,1256,1254,Toys-Games/Dolls-Stuffed-Toys/Dolls,3,f,t
1342,1,1342,1340,Video-Audio/A-V-Accessories-Adapters-Cables/Video-Splitters-Switches,3,t,t
198,1,198,189,Test-Equipment-Tools/Environal-Measurement-Instruments/Featured-Pressure-Vacuum-Products,3,f,t
217,1,217,159,Test-Equipment-Tools/Electronic-Components,2,t,t
343,1,343,341,Cameras-Photo-Accessories/Bags-Cases-Straps/Bags,3,f,t
199,1,199,189,Test-Equipment-Tools/Environal-Measurement-Instruments/Breath-Alcohol-Tester,3,t,t
1320,1,1320,1302,Video-Audio/Speakers-Karaoke,2,t,t
1316,1,1316,1303,Video-Audio/HDD-Player/Wireless-Wifi-Audio-Receiver,3,t,t
214,1,214,211,Test-Equipment-Tools/Hardware-Gadgets/Grinding-Tools,3,t,t
1306,1,1306,1303,Video-Audio/HDD-Player/HDD-Media-player,3,t,t
213,1,213,211,Test-Equipment-Tools/Hardware-Gadgets/Electric-Pneumatic-tools,3,t,t
1334,1,1334,1330,Video-Audio/Projector-Accessories/Smart-Projector,3,t,t
1344,1,1344,1340,Video-Audio/A-V-Accessories-Adapters-Cables/Toslink-Optical-Cables-Adapters,3,t,t
77,1,77,64,Sports-Outdoor/Cycling/Bicycle-Decals,3,f,t
1290,1,1290,1289,Toys-Games/Video-Games/Accessories-for-Nintedo-Wii,3,t,t
1328,1,1328,1320,Video-Audio/Speakers-Karaoke/Home-Speakers,3,t,t
78,1,78,64,Sports-Outdoor/Cycling/Bicycle-Glasses,3,t,t
344,1,344,341,Cameras-Photo-Accessories/Bags-Cases-Straps/Straps,3,t,t
79,1,79,64,Sports-Outdoor/Cycling/Water-Bottles,3,f,t
80,1,80,64,Sports-Outdoor/Cycling/Pumps,3,t,t
92,1,92,84,Sports-Outdoor/Fishing/Fishing-Boxes,3,t,t
104,1,104,98,Sports-Outdoor/Camping-Hiking/Camping-Lantern,3,t,t
93,1,93,84,Sports-Outdoor/Fishing/Fishing-Lights,3,t,t
145,1,145,140,Sports-Outdoor/Winter-Sports/Skiing-Gears,3,t,t
1298,1,1298,1289,Toys-Games/Video-Games/China-Game-Console,3,f,t
1260,1,1260,1254,Toys-Games/Dolls-Stuffed-Toys/Stuffed-Plush-Plants,3,f,t
1300,1,1300,1289,Toys-Games/Video-Games/Nintendo-3DS-Accessories,3,f,t
1310,1,1310,1303,Video-Audio/HDD-Player/TV-Accessories,3,t,t
1318,1,1318,1303,Video-Audio/HDD-Player/HDD-Media-Players,3,f,t
91,1,91,84,Sports-Outdoor/Fishing/Fishing-Gloves,3,f,t
1278,1,1278,1235,Toys-Games/Outdoor-Fun-Sports,2,f,t
1294,1,1294,1289,Toys-Games/Video-Games/Accessories-for-SONY-PSP,3,f,t
1292,1,1292,1289,Toys-Games/Video-Games/Accessories-for-Xbox-360,3,f,t
984,1,984,983,Apparel-Jewelry/Watches/Brand-Watches,3,f,t
472,1,472,469,Musical-Instruments/Brands/Musedo,3,t,f
476,1,476,469,Musical-Instruments/Brands/Caline,3,t,f
347,1,347,277,Cameras-Photo-Accessories/GOPRO-Accessories,2,t,t
1218,1,1218,1214,RC-Models-Hobbies/Transmitter-Receiver/Simulator,3,f,t
345,1,345,341,Cameras-Photo-Accessories/Bags-Cases-Straps/Waterproof-Bags,3,f,t
346,1,346,341,Cameras-Photo-Accessories/Bags-Cases-Straps/Others,3,f,t
1360,1,1360,1357,Video-Audio/Headset/Limitid-headphone,3,f,t
1190,1,1190,1188,RC-Models-Hobbies/Multicopter/Multicopter-Frame,3,t,t
1195,1,1195,1193,RC-Models-Hobbies/Airplane/Airplane-Tires,3,f,t
1213,1,1213,1208,RC-Models-Hobbies/General-Electrinic-Parts/Other-Electrinic-Parts,3,f,t
358,1,358,355,Lighting-Flashlights-LEDs/LED-Lighting/LED-Spotlights,3,t,t
1199,1,1199,1197,RC-Models-Hobbies/Car/Car-Tires,3,t,t
412,1,412,408,Lighting-Flashlights-LEDs/Outdoor-Lighting/Landscape-Lighting,3,t,t
1204,1,1204,1203,RC-Models-Hobbies/Helicopter/RC-Helicopter,3,t,t
478,1,478,469,Musical-Instruments/Brands/Flanger,3,t,t
1205,1,1205,1203,RC-Models-Hobbies/Helicopter/Helicopter-Blades,3,t,t
480,1,480,469,Musical-Instruments/Brands/Alice,3,t,t
374,1,374,373,Lighting-Flashlights-LEDs/LED-Lamps/LED-Solar-Lamps,3,t,t
376,1,376,373,Lighting-Flashlights-LEDs/LED-Lamps/LED-Table-Lamps,3,f,t
1210,1,1210,1208,RC-Models-Hobbies/General-Electrinic-Parts/ESC,3,t,t
416,1,416,408,Lighting-Flashlights-LEDs/Outdoor-Lighting/Underground-Lamps,3,t,t
494,1,494,492,Musical-Instruments/Woodwinds/Harmonicas-Accessories,3,t,t
496,1,496,492,Musical-Instruments/Woodwinds/Clarinet-Oboes-Accessories,3,t,t
484,1,484,482,Musical-Instruments/Strings/Guitars,3,t,t
363,1,363,355,Lighting-Flashlights-LEDs/LED-Lighting/LED-Panel-Lights,3,t,t
1031,1,1031,1027,Home-and-Garden/Festive-Party-Supplies/Other-Holiday-Supplies,3,t,t
