"iid","iwebsiteid","icategoryid","iparentid","cpath","ilevel","iposition","ichildrencount"
"959","1","959","951","Home-and-Garden/Home-living/Storage-Organization","3",null,null
"960","1","960","951","Home-and-Garden/Home-living/Pest-Control","3",null,null
"961","1","961","951","Home-and-Garden/Home-living/Vacuums-Floor-Care","3",null,null
"962","1","962","951","Home-and-Garden/Home-living/Air-Purifier","3",null,null
"963","1","963","951","Home-and-Garden/Home-living/Humidifier","3",null,null
"964","1","964","951","Home-and-Garden/Home-living/Air-conditioning-fans","3",null,null
"965","1","965","916","Home-and-Garden/Home-Electronics","2",null,null
"966","1","966","965","Home-and-Garden/Home-Electronics/Radio-Clocks","3",null,null
"967","1","967","965","Home-and-Garden/Home-Electronics/Small-Appliances","3",null,null
"968","1","968","965","Home-and-Garden/Home-Electronics/Telephones-Accessories","3",null,null
"969","1","969","916","Home-and-Garden/Lighter-Cigar-Supplies","2",null,null
"970","1","970","969","Home-and-Garden/Lighter-Cigar-Supplies/Lighter","3",null,null
"971","1","971","969","Home-and-Garden/Lighter-Cigar-Supplies/Cigar-Supplies","3",null,null
"972","1","972","916","Home-and-Garden/Stationeries","2",null,null
"973","1","973","972","Home-and-Garden/Stationeries/Learning-Education","3",null,null
"974","1","974","972","Home-and-Garden/Stationeries/Painting-Calligraphy","3",null,null
"975","1","975","972","Home-and-Garden/Stationeries/Office-Supplies","3",null,null
"976","1","976","972","Home-and-Garden/Stationeries/office-Electronics","3",null,null
"977","1","977","916","Home-and-Garden/Yard-Garden","2",null,null
"978","1","978","977","Home-and-Garden/Yard-Garden/Garden-Supplies","3",null,null
"979","1","979","977","Home-and-Garden/Yard-Garden/BBQ-Supplies","3",null,null
"980","1","980","977","Home-and-Garden/Yard-Garden/Garden-Landscaping-Decking","3",null,null
"981","1","981","977","Home-and-Garden/Yard-Garden/Garden-Pots-Bonsai","3",null,null
"982","1","982","977","Home-and-Garden/Yard-Garden/Garden-Tools","3",null,null
"983","1","983","977","Home-and-Garden/Yard-Garden/Watering-Irrigation","3",null,null
"984","1","984","916","Home-and-Garden/Antiques-Craftwork","2",null,null
"985","1","985","984","Home-and-Garden/Antiques-Craftwork/Bone-Netsuke","3",null,null
"986","1","986","984","Home-and-Garden/Antiques-Craftwork/Snuffbottle","3",null,null
"987","1","987","984","Home-and-Garden/Antiques-Craftwork/Coin","3",null,null
"988","1","988","984","Home-and-Garden/Antiques-Craftwork/Wood-Base","3",null,null
"989","1","989","984","Home-and-Garden/Antiques-Craftwork/Boxwood-Wood-Teaspoon","3",null,null
"990","1","990","984","Home-and-Garden/Antiques-Craftwork/Boxwood-Carving","3",null,null
"991","1","991","984","Home-and-Garden/Antiques-Craftwork/Smoking-Pipe","3",null,null
"992","1","992","984","Home-and-Garden/Antiques-Craftwork/Others","3",null,null
"993","1","993",null,"RC-Models-Hobbies","1",null,null
"994","1","994","993","RC-Models-Hobbies/DJI","2",null,null
"995","1","995","994","RC-Models-Hobbies/DJI/DJI-Multicopter","3",null,null
"996","1","996","994","RC-Models-Hobbies/DJI/Phantom-Series-Parts","3",null,null
"997","1","997","994","RC-Models-Hobbies/DJI/Inspire-Parts","3",null,null
"998","1","998","994","RC-Models-Hobbies/DJI/Flame-Wheel-Parts","3",null,null
"999","1","999","994","RC-Models-Hobbies/DJI/Tuned-Propulsion-Systems","3",null,null
"1000","1","1000","994","RC-Models-Hobbies/DJI/S8-S8-EVO-Parts","3",null,null
"1001","1","1001","994","RC-Models-Hobbies/DJI/S9-Parts","3",null,null
"1002","1","1002","994","RC-Models-Hobbies/DJI/S1-S1-Parts","3",null,null
"1003","1","1003","994","RC-Models-Hobbies/DJI/DJI-Flight-Controllers","3",null,null
"1004","1","1004","994","RC-Models-Hobbies/DJI/DJI-Gimbals","3",null,null
"1005","1","1005","994","RC-Models-Hobbies/DJI/DJI-Other-Parts","3",null,null
"1006","1","1006","993","RC-Models-Hobbies/Walkera","2",null,null
"1007","1","1007","1006","RC-Models-Hobbies/Walkera/Walkera-Multicopter","3",null,null
"1008","1","1008","1006","RC-Models-Hobbies/Walkera/Helicopter-Airplane","3",null,null
"1009","1","1009","1006","RC-Models-Hobbies/Walkera/QR-X35-Pro-QR-X35-Parts","3",null,null
"1010","1","1010","1006","RC-Models-Hobbies/Walkera/Tail-H5-Parts","3",null,null
"1011","1","1011","1006","RC-Models-Hobbies/Walkera/W1-S-Parts","3",null,null
"1012","1","1012","1006","RC-Models-Hobbies/Walkera/QR-Y1-Parts","3",null,null
"1013","1","1013","1006","RC-Models-Hobbies/Walkera/CP-Helicopter-Parts","3",null,null
"1014","1","1014","1006","RC-Models-Hobbies/Walkera/V12-D-2S-Parts","3",null,null
"1015","1","1015","1006","RC-Models-Hobbies/Walkera/4F2-LM-Parts","3",null,null
"1016","1","1016","1006","RC-Models-Hobbies/Walkera/V45-D-1-V45-D-3-Parts","3",null,null
"1017","1","1017","1006","RC-Models-Hobbies/Walkera/Hifa-Parts","3",null,null
"1018","1","1018","1006","RC-Models-Hobbies/Walkera/G-2D-Parts","3",null,null
"1019","1","1019","1006","RC-Models-Hobbies/Walkera/Walkera-Transmitter-Receiver","3",null,null
"1020","1","1020","1006","RC-Models-Hobbies/Walkera/Walkera-Other-Parts","3",null,null
"1021","1","1021","993","RC-Models-Hobbies/HSP","2",null,null
"1022","1","1022","1021","RC-Models-Hobbies/HSP/HSP-Car","3",null,null
"1023","1","1023","1021","RC-Models-Hobbies/HSP/1-24TH-RC-Car-Parts","3",null,null
"1024","1","1024","1021","RC-Models-Hobbies/HSP/1-14TH-RC-Car-Parts","3",null,null
"1025","1","1025","1021","RC-Models-Hobbies/HSP/1-16TH-RC-Car-Parts","3",null,null
"1026","1","1026","1021","RC-Models-Hobbies/HSP/1-1-TH-RC-Car-Parts","3",null,null
"1027","1","1027","1021","RC-Models-Hobbies/HSP/1-8TH-RC-Car-Parts","3",null,null
"1028","1","1028","1021","RC-Models-Hobbies/HSP/HSP-Other-Parts","3",null,null
"1029","1","1029","993","RC-Models-Hobbies/SYMA","2",null,null
"1030","1","1030","1029","RC-Models-Hobbies/SYMA/Syma-Multicopter","3",null,null
"1031","1","1031","1029","RC-Models-Hobbies/SYMA/Syma-Helicopter","3",null,null
"1032","1","1032","1029","RC-Models-Hobbies/SYMA/Syma-Multicopter-Parts","3",null,null
"1033","1","1033","1029","RC-Models-Hobbies/SYMA/Syma-Helicopter-Parts","3",null,null
"1034","1","1034","993","RC-Models-Hobbies/WLtoys","2",null,null
"1035","1","1035","1034","RC-Models-Hobbies/WLtoys/WLtoys-Multicopter","3",null,null
"1036","1","1036","1034","RC-Models-Hobbies/WLtoys/WLtoys-Helicopter","3",null,null
"1037","1","1037","1034","RC-Models-Hobbies/WLtoys/WLtoys-Airplane","3",null,null
"1038","1","1038","1034","RC-Models-Hobbies/WLtoys/WLtoys-Car","3",null,null
"1039","1","1039","1034","RC-Models-Hobbies/WLtoys/WLtoys-Multicopter-Parts","3",null,null
"1040","1","1040","1034","RC-Models-Hobbies/WLtoys/WLtoys-Helicopter-Parts","3",null,null
"1041","1","1041","1034","RC-Models-Hobbies/WLtoys/WLtoys-Car-Parts","3",null,null
"1042","1","1042","1034","RC-Models-Hobbies/WLtoys/WLtoys-Airplane-Parts","3",null,null
"1043","1","1043","993","RC-Models-Hobbies/Hubsan","2",null,null
"1044","1","1044","1043","RC-Models-Hobbies/Hubsan/Hubsan-Quadcopter","3",null,null
"1045","1","1045","1043","RC-Models-Hobbies/Hubsan/Hubsan-H1-7-Series-Parts","3",null,null
"1046","1","1046","993","RC-Models-Hobbies/Emax","2",null,null
"1047","1","1047","1046","RC-Models-Hobbies/Emax/XA2212-Series","3",null,null
"1048","1","1048","1046","RC-Models-Hobbies/Emax/MT-Motors","3",null,null
"1049","1","1049","1046","RC-Models-Hobbies/Emax/GT-Motors","3",null,null
"1050","1","1050","1046","RC-Models-Hobbies/Emax/GF-Motors","3",null,null
"1051","1","1051","1046","RC-Models-Hobbies/Emax/BL-Motors","3",null,null
"1052","1","1052","1046","RC-Models-Hobbies/Emax/CF-Motors","3",null,null
"1053","1","1053","1046","RC-Models-Hobbies/Emax/EMAX-Servo","3",null,null
"1054","1","1054","1046","RC-Models-Hobbies/Emax/EMAX-ESC","3",null,null
"1055","1","1055","1046","RC-Models-Hobbies/Emax/EMAX-Other-Parts","3",null,null
"1056","1","1056","993","RC-Models-Hobbies/RC-Toys","2",null,null
"1057","1","1057","1056","RC-Models-Hobbies/RC-Toys/Airplane-Toys","3",null,null
"1058","1","1058","1056","RC-Models-Hobbies/RC-Toys/Airplane-Toys-Parts","3",null,null
"1059","1","1059","1056","RC-Models-Hobbies/RC-Toys/Car-Toys","3",null,null
"1060","1","1060","1056","RC-Models-Hobbies/RC-Toys/Car-Toys-Parts","3",null,null
"1061","1","1061","1056","RC-Models-Hobbies/RC-Toys/Boat-Toys","3",null,null
"1062","1","1062","1056","RC-Models-Hobbies/RC-Toys/Boat-Toys-Parts","3",null,null
"1063","1","1063","1056","RC-Models-Hobbies/RC-Toys/Other-Toys","3",null,null
"1064","1","1064","993","RC-Models-Hobbies/FPV-system","2",null,null
"1065","1","1065","1064","RC-Models-Hobbies/FPV-system/Image-Transmission","3",null,null
"1066","1","1066","1064","RC-Models-Hobbies/FPV-system/FPV-Gimbal","3",null,null
"1067","1","1067","1064","RC-Models-Hobbies/FPV-system/Other-FPV-Parts","3",null,null
"1068","1","1068","993","RC-Models-Hobbies/Fight-Control-System","2",null,null
"1069","1","1069","1068","RC-Models-Hobbies/Fight-Control-System/Flight-Controllers","3",null,null
"1070","1","1070","1068","RC-Models-Hobbies/Fight-Control-System/GPS-Module","3",null,null
"1071","1","1071","1068","RC-Models-Hobbies/Fight-Control-System/Other-Flight-Control-Parts","3",null,null
"1072","1","1072","993","RC-Models-Hobbies/Multicopter","2",null,null
"1073","1","1073","1072","RC-Models-Hobbies/Multicopter/Multicopter-Propellers","3",null,null
"1074","1","1074","1072","RC-Models-Hobbies/Multicopter/Multicopter-Frame","3",null,null
"1075","1","1075","1072","RC-Models-Hobbies/Multicopter/Multicopter-Electronic-Parts","3",null,null
"1076","1","1076","1072","RC-Models-Hobbies/Multicopter/Multicopter-Other-Parts","3",null,null
"1077","1","1077","993","RC-Models-Hobbies/Airplane","2",null,null
"1078","1","1078","1077","RC-Models-Hobbies/Airplane/Airplane-Propellers","3",null,null
"1079","1","1079","1077","RC-Models-Hobbies/Airplane/Airplane-Tires","3",null,null
"1080","1","1080","1077","RC-Models-Hobbies/Airplane/Other-Airplane-Parts","3",null,null
"1081","1","1081","993","RC-Models-Hobbies/Car","2",null,null
"1082","1","1082","1081","RC-Models-Hobbies/Car/RC-Car","3",null,null
"1083","1","1083","1081","RC-Models-Hobbies/Car/Car-Tires","3",null,null
"1084","1","1084","1081","RC-Models-Hobbies/Car/ZD-Racing-Parts","3",null,null
"1085","1","1085","1081","RC-Models-Hobbies/Car/Yikong-Parts","3",null,null
"1086","1","1086","1081","RC-Models-Hobbies/Car/Other-Car-Parts","3",null,null
"1087","1","1087","993","RC-Models-Hobbies/Helicopter","2",null,null
"1088","1","1088","1087","RC-Models-Hobbies/Helicopter/RC-Helicopter","3",null,null
"1089","1","1089","1087","RC-Models-Hobbies/Helicopter/Helicopter-Blades","3",null,null
"1090","1","1090","1087","RC-Models-Hobbies/Helicopter/Helicopter-Frame","3",null,null
"1091","1","1091","1087","RC-Models-Hobbies/Helicopter/Other-Helicopter-Parts","3",null,null
"1092","1","1092","993","RC-Models-Hobbies/General-Electrinic-Parts","2",null,null
"1093","1","1093","1092","RC-Models-Hobbies/General-Electrinic-Parts/Motor","3",null,null
"1094","1","1094","1092","RC-Models-Hobbies/General-Electrinic-Parts/ESC","3",null,null
"1095","1","1095","1092","RC-Models-Hobbies/General-Electrinic-Parts/Servo","3",null,null
"1096","1","1096","1092","RC-Models-Hobbies/General-Electrinic-Parts/Cables-Plugs","3",null,null
"1097","1","1097","1092","RC-Models-Hobbies/General-Electrinic-Parts/Other-Electrinic-Parts","3",null,null
"1098","1","1098","993","RC-Models-Hobbies/Transmitter-Receiver","2",null,null
"1099","1","1099","1098","RC-Models-Hobbies/Transmitter-Receiver/RadioLink-Transmitter-Receiver","3",null,null
"1100","1","1100","1098","RC-Models-Hobbies/Transmitter-Receiver/FlySky-Transmitter-Receiver","3",null,null
"1101","1","1101","1098","RC-Models-Hobbies/Transmitter-Receiver/Other-Transmitter-Receiver","3",null,null
"1102","1","1102","1098","RC-Models-Hobbies/Transmitter-Receiver/Simulator","3",null,null
"1103","1","1103","1098","RC-Models-Hobbies/Transmitter-Receiver/Other-TX-RX-Parts","3",null,null
"1104","1","1104","993","RC-Models-Hobbies/RC-Model-Battery","2",null,null
"1105","1","1105","1104","RC-Models-Hobbies/RC-Model-Battery/Andoer-Series","3",null,null
"1106","1","1106","1104","RC-Models-Hobbies/RC-Model-Battery/YKS-Series","3",null,null
"1107","1","1107","1104","RC-Models-Hobbies/RC-Model-Battery/Lion-Power-Series","3",null,null
"1108","1","1108","1104","RC-Models-Hobbies/RC-Model-Battery/Other-RC-Battery","3",null,null
"1109","1","1109","993","RC-Models-Hobbies/Charger","2",null,null
"1110","1","1110","1109","RC-Models-Hobbies/Charger/Charger-Adaptor","3",null,null
"1111","1","1111","1109","RC-Models-Hobbies/Charger/Other-Charger-Parts","3",null,null
"1112","1","1112","993","RC-Models-Hobbies/RC-Tools-Tester","2",null,null
"1113","1","1113","1112","RC-Models-Hobbies/RC-Tools-Tester/RC-Tools","3",null,null
"1114","1","1114","1112","RC-Models-Hobbies/RC-Tools-Tester/Other-General-Tools","3",null,null
"1115","1","1115","1112","RC-Models-Hobbies/RC-Tools-Tester/Voltage-Tester","3",null,null
"1116","1","1116","1112","RC-Models-Hobbies/RC-Tools-Tester/Servo-Tester","3",null,null
"1117","1","1117","1112","RC-Models-Hobbies/RC-Tools-Tester/Propeller-Blades-Tester","3",null,null
"1118","1","1118","1112","RC-Models-Hobbies/RC-Tools-Tester/Other-Tester","3",null,null
"1119","1","1119",null,"Toys-Games","1",null,null
"1120","1","1120","1119","Toys-Games/Baby-Toys","2",null,null
"1121","1","1121","1120","Toys-Games/Baby-Toys/Play-Mats","3",null,null
"1122","1","1122","1120","Toys-Games/Baby-Toys/Baby-Books","3",null,null
"1123","1","1123","1120","Toys-Games/Baby-Toys/Baby-Rattles","3",null,null
"1124","1","1124","1119","Toys-Games/Classic-Toys","2",null,null
"1125","1","1125","1124","Toys-Games/Classic-Toys/Balloons","3",null,null
"1126","1","1126","1124","Toys-Games/Classic-Toys/Pretend-Play","3",null,null
"1127","1","1127","1124","Toys-Games/Classic-Toys/Bath-Toy","3",null,null
"1128","1","1128","1124","Toys-Games/Classic-Toys/Spinning-Tops","3",null,null
"1129","1","1129","1124","Toys-Games/Classic-Toys/Stickers","3",null,null
"1130","1","1130","1124","Toys-Games/Classic-Toys/Yoyos","3",null,null
"1131","1","1131","1124","Toys-Games/Classic-Toys/Noise-Maker","3",null,null
"1132","1","1132","1124","Toys-Games/Classic-Toys/Kaleidoscope","3",null,null
"1133","1","1133","1124","Toys-Games/Classic-Toys/TV-Movie-Character-Models","3",null,null
"1134","1","1134","1124","Toys-Games/Classic-Toys/Toy-Vehicles","3",null,null
"1135","1","1135","1124","Toys-Games/Classic-Toys/Models-Building-Toy","3",null,null
"1136","1","1136","1124","Toys-Games/Classic-Toys/Animation-Models","3",null,null
"1137","1","1137","1124","Toys-Games/Classic-Toys/Windmill","3",null,null
"1138","1","1138","1119","Toys-Games/Dolls-Stuffed-Toys","2",null,null
"1139","1","1139","1138","Toys-Games/Dolls-Stuffed-Toys/Doll-Houses","3",null,null
"1140","1","1140","1138","Toys-Games/Dolls-Stuffed-Toys/Dolls","3",null,null
"1141","1","1141","1138","Toys-Games/Dolls-Stuffed-Toys/Stuffed-Animals-Plush","3",null,null
"1142","1","1142","1138","Toys-Games/Dolls-Stuffed-Toys/Puppets","3",null,null
"1143","1","1143","1138","Toys-Games/Dolls-Stuffed-Toys/Plush-Backpacks","3",null,null
"1144","1","1144","1138","Toys-Games/Dolls-Stuffed-Toys/Stuffed-Plush-Plants","3",null,null
"1145","1","1145","1119","Toys-Games/Electronic-Toys","2",null,null
"1146","1","1146","1145","Toys-Games/Electronic-Toys/Electronic-Pets","3",null,null
"1147","1","1147","1145","Toys-Games/Electronic-Toys/Toy-Cameras","3",null,null
"1148","1","1148","1145","Toys-Games/Electronic-Toys/Toy-Phones","3",null,null
"1149","1","1149","1145","Toys-Games/Electronic-Toys/Toy-Walkie-Talkies","3",null,null
"1150","1","1150","1119","Toys-Games/Learning-Education","2",null,null
"1151","1","1151","1150","Toys-Games/Learning-Education/Drawing-Toys","3",null,null
"1152","1","1152","1150","Toys-Games/Learning-Education/Learning-Machines","3",null,null
"1153","1","1153","1150","Toys-Games/Learning-Education/Math-Toys","3",null,null
"1154","1","1154","1150","Toys-Games/Learning-Education/Magic-Magician-Supplies","3",null,null
"1155","1","1155","1150","Toys-Games/Learning-Education/DIY-Toys","3",null,null
"1156","1","1156","1150","Toys-Games/Learning-Education/Puzzles-Intelligent","3",null,null
"1157","1","1157","1150","Toys-Games/Learning-Education/Playdough","3",null,null
"1158","1","1158","1119","Toys-Games/Novelty-Toys","2",null,null
"1159","1","1159","1158","Toys-Games/Novelty-Toys/Joke-Monsters-Toys","3",null,null
"1160","1","1160","1158","Toys-Games/Novelty-Toys/Glow-in-the-Dark-Toys","3",null,null
"1161","1","1161","1158","Toys-Games/Novelty-Toys/Solar-Toys","3",null,null
"1162","1","1162","1119","Toys-Games/Outdoor-Fun-Sports","2",null,null
"1163","1","1163","1162","Toys-Games/Outdoor-Fun-Sports/Bubbles","3",null,null
"1164","1","1164","1162","Toys-Games/Outdoor-Fun-Sports/Fishing-Toys","3",null,null
"1165","1","1165","1162","Toys-Games/Outdoor-Fun-Sports/Flying-Disk-Arrow","3",null,null
"1166","1","1166","1162","Toys-Games/Outdoor-Fun-Sports/Inflatable-Bouncers","3",null,null
"1167","1","1167","1162","Toys-Games/Outdoor-Fun-Sports/Kites-Accessories","3",null,null
"1168","1","1168","1162","Toys-Games/Outdoor-Fun-Sports/Ride-On-Toys","3",null,null
"1169","1","1169","1162","Toys-Games/Outdoor-Fun-Sports/Toy-Balls","3",null,null
"1170","1","1170","1162","Toys-Games/Outdoor-Fun-Sports/Toy-Guns","3",null,null
"1171","1","1171","1162","Toys-Games/Outdoor-Fun-Sports/Toy-Swings","3",null,null
"1172","1","1172","1162","Toys-Games/Outdoor-Fun-Sports/Toy-Tents","3",null,null
"1173","1","1173","1119","Toys-Games/Video-Games","2",null,null
"1174","1","1174","1173","Toys-Games/Video-Games/Accessories-for-Nintedo-Wii","3",null,null
"1175","1","1175","1173","Toys-Games/Video-Games/Accessories-for-NDSL-NDSI","3",null,null
"1176","1","1176","1173","Toys-Games/Video-Games/Accessories-for-Xbox-36-","3",null,null
"1177","1","1177","1173","Toys-Games/Video-Games/Accessories-for-SONY-PS3","3",null,null
"1178","1","1178","1173","Toys-Games/Video-Games/Accessories-for-SONY-PSP","3",null,null
"1179","1","1179","1173","Toys-Games/Video-Games/Accessories-for-SONY-PS2","3",null,null
"1180","1","1180","1173","Toys-Games/Video-Games/Accessories-for-PC","3",null,null
"1181","1","1181","1173","Toys-Games/Video-Games/Accessories-for-PSP-GO","3",null,null
"1182","1","1182","1173","Toys-Games/Video-Games/China-Game-Console","3",null,null
"1183","1","1183","1173","Toys-Games/Video-Games/Accessories-for-GBA","3",null,null
"1184","1","1184","1173","Toys-Games/Video-Games/Nintendo-3DS-Accessories","3",null,null
"1185","1","1185","1173","Toys-Games/Video-Games/Accessories-for-Xbox-One","3",null,null
"1186","1","1186",null,"Musical-Instruments","1",null,null
"1187","1","1187","1186","Musical-Instruments/Brands","2",null,null
"1188","1","1188","1187","Musical-Instruments/Brands/NUX","3",null,null
"1189","1","1189","1187","Musical-Instruments/Brands/Cherub","3",null,null
"1190","1","1190","1187","Musical-Instruments/Brands/Musedo","3",null,null
"1191","1","1191","1187","Musical-Instruments/Brands/JOYO","3",null,null
"1192","1","1192","1187","Musical-Instruments/Brands/Dr-J","3",null,null
"1193","1","1193","1187","Musical-Instruments/Brands/Aroma","3",null,null
"1194","1","1194","1187","Musical-Instruments/Brands/Caline","3",null,null
"1195","1","1195","1187","Musical-Instruments/Brands/ENO","3",null,null
"1196","1","1196","1187","Musical-Instruments/Brands/Flanger","3",null,null
"1197","1","1197","1187","Musical-Instruments/Brands/Fzone","3",null,null
"1198","1","1198","1187","Musical-Instruments/Brands/Alice","3",null,null
"1199","1","1199","1187","Musical-Instruments/Brands/Meideal","3",null,null
"1200","1","1200","1186","Musical-Instruments/Strings","2",null,null
"1201","1","1201","1200","Musical-Instruments/Strings/Guitar-Accessories","3",null,null
"1202","1","1202","1200","Musical-Instruments/Strings/Guitars","3",null,null
"1203","1","1203","1200","Musical-Instruments/Strings/Electric-Guitars","3",null,null
"1204","1","1204","1200","Musical-Instruments/Strings/Ukuleles","3",null,null
"1205","1","1205","1200","Musical-Instruments/Strings/Electric-Bass","3",null,null
"1206","1","1206","1200","Musical-Instruments/Strings/Violin-Accessories","3",null,null
"1207","1","1207","1200","Musical-Instruments/Strings/Violins","3",null,null
"1208","1","1208","1200","Musical-Instruments/Strings/Violas-Cellos","3",null,null
"1209","1","1209","1200","Musical-Instruments/Strings/Parts-Accessories","3",null,null
"1210","1","1210","1186","Musical-Instruments/Woodwinds","2",null,null
"1211","1","1211","1210","Musical-Instruments/Woodwinds/Saxophones","3",null,null
"1212","1","1212","1210","Musical-Instruments/Woodwinds/Harmonicas","3",null,null
"1213","1","1213","1210","Musical-Instruments/Woodwinds/Flutes-Piccolos","3",null,null
"1214","1","1214","1210","Musical-Instruments/Woodwinds/Clarinet-Oboes","3",null,null
"1215","1","1215","1210","Musical-Instruments/Woodwinds/Ocarinas","3",null,null
"1216","1","1216","1210","Musical-Instruments/Woodwinds/Parts-Accessories","3",null,null
"1217","1","1217","1186","Musical-Instruments/Brass","2",null,null
"1218","1","1218","1217","Musical-Instruments/Brass/Trumpets","3",null,null
"1219","1","1219","1217","Musical-Instruments/Brass/Cornets","3",null,null
"1220","1","1220","1217","Musical-Instruments/Brass/Trombones","3",null,null
"1221","1","1221","1217","Musical-Instruments/Brass/French-Horns","3",null,null
"1222","1","1222","1217","Musical-Instruments/Brass/Tubas","3",null,null
"1223","1","1223","1217","Musical-Instruments/Brass/Parts-Accessories","3",null,null
"1224","1","1224","1186","Musical-Instruments/Drums-Percussion","2",null,null
"1225","1","1225","1224","Musical-Instruments/Drums-Percussion/Snare-Drums-Bass-Drums","3",null,null
"1226","1","1226","1224","Musical-Instruments/Drums-Percussion/Drum-Sets","3",null,null
"1227","1","1227","1224","Musical-Instruments/Drums-Percussion/Timpanis","3",null,null
"1228","1","1228","1224","Musical-Instruments/Drums-Percussion/Xylophones","3",null,null
"1229","1","1229","1224","Musical-Instruments/Drums-Percussion/Triangles","3",null,null
"1230","1","1230","1224","Musical-Instruments/Drums-Percussion/Tambourines","3",null,null
"1231","1","1231","1224","Musical-Instruments/Drums-Percussion/Castanets","3",null,null
"1232","1","1232","1224","Musical-Instruments/Drums-Percussion/Maracas","3",null,null
"1233","1","1233","1224","Musical-Instruments/Drums-Percussion/Parts-Accessories","3",null,null
"1234","1","1234","1186","Musical-Instruments/Keyboards-Pianos","2",null,null
"1235","1","1235","1234","Musical-Instruments/Keyboards-Pianos/Pianos","3",null,null
"1236","1","1236","1234","Musical-Instruments/Keyboards-Pianos/Accordions","3",null,null
"1237","1","1237","1234","Musical-Instruments/Keyboards-Pianos/Electronic-Keyboards","3",null,null
"1238","1","1238","1234","Musical-Instruments/Keyboards-Pianos/Parts-Accessories","3",null,null
"1239","1","1239","1186","Musical-Instruments/Pro-Audio-Equipment","2",null,null
"1240","1","1240","1239","Musical-Instruments/Pro-Audio-Equipment/Microphones","3",null,null
"1241","1","1241","1239","Musical-Instruments/Pro-Audio-Equipment/Stands-Holders","3",null,null
"1242","1","1242","1239","Musical-Instruments/Pro-Audio-Equipment/Speakers-Bullhorns","3",null,null
"1243","1","1243","1239","Musical-Instruments/Pro-Audio-Equipment/Cables-Interconnects","3",null,null
"1244","1","1244","1239","Musical-Instruments/Pro-Audio-Equipment/Amplifiers","3",null,null
"1245","1","1245","1239","Musical-Instruments/Pro-Audio-Equipment/DJ-Accessories","3",null,null
"1246","1","1246","1239","Musical-Instruments/Pro-Audio-Equipment/Pop-Filters","3",null,null
"1247","1","1247",null,"Video-Audio","1",null,null
"1248","1","1248","1247","Video-Audio/HD-Player","2",null,null
"1249","1","1249","1248","Video-Audio/HD-Player/Android-TV-Player-Box","3",null,null
"1250","1","1250","1248","Video-Audio/HD-Player/Digital-Mdeia-Receivers","3",null,null
"1251","1","1251","1248","Video-Audio/HD-Player/Satellite-Receivers","3",null,null
"1252","1","1252","1248","Video-Audio/HD-Player/Receivers","3",null,null
"1253","1","1253","1248","Video-Audio/HD-Player/HDD-Media-Players","3",null,null
"1254","1","1254","1248","Video-Audio/HD-Player/Other-Multi-Media-Video-Player","3",null,null
"1255","1","1255","1247","Video-Audio/Karaoke","2",null,null
"1256","1","1256","1255","Video-Audio/Karaoke/Microphone-Mic-for-Karaoke","3",null,null
"1257","1","1257","1255","Video-Audio/Karaoke/Speakers-Subwoofers","3",null,null
"1258","1","1258","1255","Video-Audio/Karaoke/Karaoke-Player-for-PC-Phone","3",null,null
"1259","1","1259","1247","Video-Audio/Projector-Accessories","2",null,null
"1260","1","1260","1259","Video-Audio/Projector-Accessories/Home-Theater-Projectors","3",null,null
"1261","1","1261","1259","Video-Audio/Projector-Accessories/Portable-Projectors","3",null,null
"1262","1","1262","1259","Video-Audio/Projector-Accessories/LCD-Projectors","3",null,null
"1263","1","1263","1259","Video-Audio/Projector-Accessories/Overhead-Projector","3",null,null
"1264","1","1264","1247","Video-Audio/3D-Glasses-Video-Glasses","2",null,null
"1265","1","1265","1264","Video-Audio/3D-Glasses-Video-Glasses/DIY-Google-Cardboard-3D-Glasses","3",null,null
"1266","1","1266","1264","Video-Audio/3D-Glasses-Video-Glasses/Virtual-Video-Glasses","3",null,null
"1267","1","1267","1247","Video-Audio/A-V-Accessories-Cables","2",null,null
"1268","1","1268","1267","Video-Audio/A-V-Accessories-Cables/Audio-Cables-Connecoors","3",null,null
"1269","1","1269","1267","Video-Audio/A-V-Accessories-Cables/Video-Splitters-Switches","3",null,null
"1270","1","1270","1267","Video-Audio/A-V-Accessories-Cables/TV-Accessories","3",null,null
"1271","1","1271","1267","Video-Audio/A-V-Accessories-Cables/HDMI-Cables-Adapters","3",null,null
"1272","1","1272","1267","Video-Audio/A-V-Accessories-Cables/Toslink-Optical-Cables","3",null,null
"1273","1","1273","1267","Video-Audio/A-V-Accessories-Cables/VGA-Cables","3",null,null
"1274","1","1274","1267","Video-Audio/A-V-Accessories-Cables/S-Video-Cables","3",null,null
"1275","1","1275","1267","Video-Audio/A-V-Accessories-Cables/DVI-Cables","3",null,null
"1276","1","1276","1267","Video-Audio/A-V-Accessories-Cables/AV-Cables","3",null,null
"1277","1","1277","1267","Video-Audio/A-V-Accessories-Cables/RCA-Connectors","3",null,null
"1278","1","1278","1247","Video-Audio/Batteries-Chargers","2",null,null
"1279","1","1279","1278","Video-Audio/Batteries-Chargers/Batteries","3",null,null
"1280","1","1280","1278","Video-Audio/Batteries-Chargers/Chargers-Adapters","3",null,null
"1281","1","1281","1278","Video-Audio/Batteries-Chargers/Solar-Charger","3",null,null
"1282","1","1282","1247","Video-Audio/DVD-Player","2",null,null
"1283","1","1283","1247","Video-Audio/Wireless-Display-Dongle","2",null,null
